id,store_id,modality,source_id,retailer,content,embedding_model,embedding_dim
news_NEWS-01065,USR-060,news,NEWS-01065,Trader Joe's,"Store USR-060 | San Diego, CA | Date: 2026-04-15 | Headline: Apple is closing this California store in June - East Bay Times | Summary: Apple is closing this California store in June East Bay Times | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01124,USR-064,news,NEWS-01124,Costco,"Store USR-064 | Fort Worth, TX | Date: 2026-04-15 | Headline: Costco to bring different kind of store to west side of Metroplex - The Business Journals | Summary: Costco to bring different kind of store to west side of Metroplex The Business Journals | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01125,USR-064,news,NEWS-01125,Costco,"Store USR-064 | Fort Worth, TX | Date: 2026-04-24 | Headline: Costco Competitor Enters Texas Market - Realty News Report | Summary: Costco Competitor Enters Texas Market Realty News Report | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01129,USR-064,news,NEWS-01129,Costco,"Store USR-064 | Fort Worth, TX | Date: 2026-06-17 | Headline: H-E-B opens its first grocery store in Dallas County - NBC 5 Dallas-Fort Worth | Summary: H-E-B opens its first grocery store in Dallas County NBC 5 Dallas-Fort Worth | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01134,USR-064,news,NEWS-01134,Costco,"Store USR-064 | Fort Worth, TX | Date: 2026-05-18 | Headline: Bed, Bath & Beyond stores are back in Fort Worth — with a twist. Here’s where - Fort Worth Star-Telegram | Summary: Bed, Bath & Beyond stores are back in Fort Worth — with a twist. Here’s where Fort Worth Star-Telegram | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01193,USR-067,news,NEWS-01193,Whole Foods,"Store USR-067 | Indianapolis, IN | Date: 2026-03-30 | Headline: What stores are open on Easter Sunday? Are Target, Walmart and Kroger closed for Easter shopping? - IndyStar | Summary: What stores are open on Easter Sunday? Are Target, Walmart and Kroger closed for Easter shopping? IndyStar | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01211,USR-068,news,NEWS-01211,CVS,"Store USR-068 | Seattle, WA | Date: 2025-09-25 | Headline: North Seattle neighborhood braces for closure of main grocery store - KNKX | Summary: North Seattle neighborhood braces for closure of main grocery store KNKX | Impact: negative",text-embedding-3-large,3072
news_NEWS-01217,USR-069,news,NEWS-01217,Walgreens,"Store USR-069 | Denver, CO | Date: 2025-11-26 | Headline: Here's what’s open in the Denver area on Thanksgiving - Denver7 | Summary: Here's what’s open in the Denver area on Thanksgiving Denver7 | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01239,USR-070,news,NEWS-01239,Home Depot,"Store USR-070 | Boston, MA | Date: 2026-06-09 | Headline: What’s inside T Market, the new Asian grocery store at Natick Mall - Boston.com | Summary: What’s inside T Market, the new Asian grocery store at Natick Mall Boston.com | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01251,USR-070,news,NEWS-01251,Home Depot,"Store USR-070 | Boston, MA | Date: 2025-09-10 | Headline: How Home Depot uncovered the biggest alleged retail theft in its history | Summary: Last month, felony charges were filed against members of a California group who allegedly stole more than $7 million of electrical merchandise. The Home Depot uncovered the biggest alleged retail ... | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01290,USR-073,news,NEWS-01290,Dollar General,"Store USR-073 | Portland, OR | Date: 2026-06-17 | Headline: Dollar General (DG) Stock Could Be 17.5% Undervalued After Retail Rally And Earnings - Yahoo Finance | Summary: Dollar General (DG) Stock Could Be 17.5% Undervalued After Retail Rally And Earnings Yahoo Finance | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01295,USR-073,news,NEWS-01295,Dollar General,"Store USR-073 | Portland, OR | Date: 2026-06-22 | Headline: The Buzziest New Restaurant Is the Grocery Store - Business Insider | Summary: The Buzziest New Restaurant Is the Grocery Store Business Insider | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01300,USR-073,news,NEWS-01300,Dollar General,"Store USR-073 | Portland, OR | Date: 2026-06-22 | Headline: Portland Cascade close out season-opening homestand with third straight sellout - KPTV | Summary: Portland Cascade close out season-opening homestand with third straight sellout KPTV | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01321,USR-074,news,NEWS-01321,Sam's Club,"Store USR-074 | Memphis, TN | Date: 2026-01-29 | Headline: Mid-South shoppers face limited food options, early closures - WREG.com | Summary: Mid-South shoppers face limited food options, early closures WREG.com | Impact: negative",text-embedding-3-large,3072
news_NEWS-01324,USR-074,news,NEWS-01324,Sam's Club,"Store USR-074 | Memphis, TN | Date: 2026-04-13 | Headline: Sam's Club increasing membership prices. Here's what to know | Summary: Sam's Club is increasing its membership prices starting on Friday, May 1. The Club membership will increase by $10 to $60 a year, and the Plus membership will rise to $120 a year. Ahead of the price ... | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01343,USR-075,news,NEWS-01343,Aldi,"Store USR-075 | Louisville, KY | Date: 2026-01-19 | Headline: LIST | These GameStop stores in Kentucky and Indiana are closing in 2026 - WHAS11 | Summary: LIST | These GameStop stores in Kentucky and Indiana are closing in 2026 WHAS11 | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01366,USR-077,news,NEWS-01366,Meijer,"Store USR-077 | Milwaukee, WI | Date: 2025-09-08 | Headline: We compared Milwaukee grocery prices with other Wisconsin cities. Here's what we found - Milwaukee Journal Sentinel | Summary: We compared Milwaukee grocery prices with other Wisconsin cities. Here's what we found Milwaukee Journal Sentinel | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01376,USR-077,news,NEWS-01376,Meijer,"Store USR-077 | Milwaukee, WI | Date: 2026-05-05 | Headline: Walgreens is shutting down this Milwaukee store due to 'safety challenges' - WISN | Summary: Walgreens is shutting down this Milwaukee store due to 'safety challenges' WISN | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01382,USR-078,news,NEWS-01382,Safeway,"Store USR-078 | Albuquerque, NM | Date: 2025-09-10 | Headline: Safeway closing 10 stores across three states. See the list. - USA Today | Summary: Safeway closing 10 stores across three states. See the list. USA Today | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01393,USR-078,news,NEWS-01393,Safeway,"Store USR-078 | Albuquerque, NM | Date: 2026-02-05 | Headline: Four arrested in alleged $50K Ulta thefts across Albuquerque - Albuquerque Journal | Summary: Four arrested in alleged $50K Ulta thefts across Albuquerque Albuquerque Journal | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01397,USR-079,news,NEWS-01397,Sprouts,"Store USR-079 | Tucson, AZ | Date: 2025-11-18 | Headline: What stores are open and closed on Thanksgiving 2025? Here’s what to know - KOLD | Summary: What stores are open and closed on Thanksgiving 2025? Here’s what to know KOLD | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01398,USR-079,news,NEWS-01398,Sprouts,"Store USR-079 | Tucson, AZ | Date: 2026-01-11 | Headline: Tucson's southeast side to get Costco and Sprouts - Arizona Daily Star | Summary: Tucson's southeast side to get Costco and Sprouts Arizona Daily Star | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01407,USR-079,news,NEWS-01407,Sprouts,"Store USR-079 | Tucson, AZ | Date: 2025-10-04 | Headline: South Tucson's sole grocery store, Food City, shuts doors for good - KVOA | Summary: South Tucson's sole grocery store, Food City, shuts doors for good KVOA | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01415,USR-080,news,NEWS-01415,Trader Joe's,"Store USR-080 | Fresno, CA | Date: 2026-05-21 | Headline: Is Save Mart open in Fresno on Memorial Day? Vons? See hours for local stores - Fresno Bee | Summary: Is Save Mart open in Fresno on Memorial Day? Vons? See hours for local stores Fresno Bee | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01418,USR-080,news,NEWS-01418,Trader Joe's,"Store USR-080 | Fresno, CA | Date: 2025-09-17 | Headline: Aldi, Trader Joe’s, and More Grocery Stores Opening 87 New Locations - bestlifeonline.com | Summary: Aldi, Trader Joe’s, and More Grocery Stores Opening 87 New Locations bestlifeonline.com | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01419,USR-080,news,NEWS-01419,Trader Joe's,"Store USR-080 | Fresno, CA | Date: 2025-10-28 | Headline: Sprouts at Fresno’s Fancher Creek will be opening soon - yourcentralvalley.com | Summary: Sprouts at Fresno’s Fancher Creek will be opening soon yourcentralvalley.com | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01441,USR-081,news,NEWS-01441,Walmart,"Store USR-081 | Sacramento, CA | Date: 2026-02-06 | Headline: Retail theft operation at a Dollar Tree store leads to 21 arrests in Sacramento County - KCRA | Summary: Retail theft operation at a Dollar Tree store leads to 21 arrests in Sacramento County KCRA | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01453,USR-082,news,NEWS-01453,Target,"Store USR-082 | Kansas City, MO | Date: 2026-05-14 | Headline: United Market KC grocery store set to open on May 20th at 31st and Prospect - Spectrum News | Summary: United Market KC grocery store set to open on May 20th at 31st and Prospect Spectrum News | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01456,USR-082,news,NEWS-01456,Target,"Store USR-082 | Kansas City, MO | Date: 2026-04-14 | Headline: Painted Tree closing dozens of locations, including Overland Park and Kansas City stores - KCTV | Summary: Painted Tree closing dozens of locations, including Overland Park and Kansas City stores KCTV | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01474,USR-083,news,NEWS-01474,Kroger,"Store USR-083 | Atlanta, GA | Date: 2026-04-20 | Headline: Atlanta: [EXCLUSIVE] Gap Closing Suburban Store as Chain Continues to Shrink in Size - tonetoatl.com | Summary: Atlanta: [EXCLUSIVE] Gap Closing Suburban Store as Chain Continues to Shrink in Size tonetoatl.com | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01493,USR-084,news,NEWS-01493,Costco,"Store USR-084 | Miami, FL | Date: 2026-03-24 | Headline: Is Publix open on Easter Sunday? See open, closed retails stores in Florida - Daytona Beach News-Journal | Summary: Is Publix open on Easter Sunday? See open, closed retails stores in Florida Daytona Beach News-Journal | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01496,USR-085,news,NEWS-01496,Albertsons,"Store USR-085 | Tampa, FL | Date: 2025-12-21 | Headline: What's open and closed on Christmas Day 2025 - LiveNOW from FOX | Summary: What's open and closed on Christmas Day 2025 LiveNOW from FOX | Impact: neutral",text-embedding-3-large,3072
reports_RPT-USR-056-011,USR-056,reports,RPT-USR-056-011,H-E-B,Store: USR-056 | Report: RPT-USR-056-011 | Date: 2026-03-01 | Type: facilities | Severity: low | Category: shrink | Status: resolved | Reported by: loss_prevention | Description: Elevated shrink pattern detected near self-checkout area,text-embedding-3-large,3072
reports_RPT-USR-057-001,USR-057,reports,RPT-USR-057-001,Meijer,Store: USR-057 | Report: RPT-USR-057-001 | Date: 2026-06-13 | Type: facilities | Severity: high | Category: inventory | Status: resolved | Reported by: mystery_shopper | Description: Cycle count variance exceeds threshold in high-shrink categories,text-embedding-3-large,3072
reports_RPT-USR-060-001,USR-060,reports,RPT-USR-060-001,Trader Joe's,Store: USR-060 | Report: RPT-USR-060-001 | Date: 2026-02-17 | Type: district_visit | Severity: low | Category: shrink | Status: resolved | Reported by: store_manager | Description: Elevated shrink pattern detected near self-checkout area,text-embedding-3-large,3072
reports_RPT-USR-060-002,USR-060,reports,RPT-USR-060-002,Trader Joe's,Store: USR-060 | Report: RPT-USR-060-002 | Date: 2025-08-22 | Type: mystery_shop | Severity: low | Category: staffing | Status: in_progress | Reported by: loss_prevention | Description: Insufficient coverage during peak hours — checkout and service desk,text-embedding-3-large,3072
reports_RPT-USR-064-002,USR-064,reports,RPT-USR-064-002,Costco,Store: USR-064 | Report: RPT-USR-064-002 | Date: 2026-06-08 | Type: safety_audit | Severity: low | Category: signage | Status: in_progress | Reported by: district_manager | Description: Promotional signage expired or missing on endcap displays,text-embedding-3-large,3072
reports_RPT-USR-066-007,USR-066,reports,RPT-USR-066-007,Publix,Store: USR-066 | Report: RPT-USR-066-007 | Date: 2025-07-24 | Type: inventory_audit | Severity: low | Category: safety | Status: open | Reported by: store_manager | Description: Blocked emergency exit path noted during walkthrough,text-embedding-3-large,3072
reports_RPT-USR-067-005,USR-067,reports,RPT-USR-067-005,Whole Foods,Store: USR-067 | Report: RPT-USR-067-005 | Date: 2025-08-13 | Type: mystery_shop | Severity: low | Category: planogram | Status: open | Reported by: store_manager | Description: Shelf tags misaligned with planogram — facings not compliant,text-embedding-3-large,3072
reports_RPT-USR-067-006,USR-067,reports,RPT-USR-067-006,Whole Foods,Store: USR-067 | Report: RPT-USR-067-006 | Date: 2026-04-30 | Type: safety_audit | Severity: high | Category: staffing | Status: resolved | Reported by: store_manager | Description: Insufficient coverage during peak hours — checkout and service desk,text-embedding-3-large,3072
reports_RPT-USR-069-001,USR-069,reports,RPT-USR-069-001,Walgreens,Store: USR-069 | Report: RPT-USR-069-001 | Date: 2026-06-16 | Type: safety_audit | Severity: medium | Category: shrink | Status: in_progress | Reported by: district_manager | Description: Elevated shrink pattern detected near self-checkout area,text-embedding-3-large,3072
reports_RPT-USR-070-002,USR-070,reports,RPT-USR-070-002,Home Depot,Store: USR-070 | Report: RPT-USR-070-002 | Date: 2026-01-25 | Type: mystery_shop | Severity: low | Category: shrink | Status: resolved | Reported by: loss_prevention | Description: Elevated shrink pattern detected near self-checkout area,text-embedding-3-large,3072
reports_RPT-USR-070-008,USR-070,reports,RPT-USR-070-008,Home Depot,Store: USR-070 | Report: RPT-USR-070-008 | Date: 2025-10-03 | Type: district_visit | Severity: low | Category: safety | Status: resolved | Reported by: mystery_shopper | Description: Blocked emergency exit path noted during walkthrough,text-embedding-3-large,3072
reports_RPT-USR-072-004,USR-072,reports,RPT-USR-072-004,Best Buy,Store: USR-072 | Report: RPT-USR-072-004 | Date: 2026-01-20 | Type: inventory_audit | Severity: high | Category: customer_service | Status: in_progress | Reported by: mystery_shopper | Description: Wait times exceed SLA at service desk during weekend peak,text-embedding-3-large,3072
reports_RPT-USR-075-004,USR-075,reports,RPT-USR-075-004,Aldi,Store: USR-075 | Report: RPT-USR-075-004 | Date: 2026-03-01 | Type: mystery_shop | Severity: medium | Category: inventory | Status: open | Reported by: district_manager | Description: Cycle count variance exceeds threshold in high-shrink categories,text-embedding-3-large,3072
reports_RPT-USR-079-007,USR-079,reports,RPT-USR-079-007,Sprouts,Store: USR-079 | Report: RPT-USR-079-007 | Date: 2025-10-07 | Type: safety_audit | Severity: low | Category: equipment | Status: resolved | Reported by: district_manager | Description: Refrigeration unit temperature fluctuation logged in dairy section,text-embedding-3-large,3072
reports_RPT-USR-081-001,USR-081,reports,RPT-USR-081-001,Walmart,Store: USR-081 | Report: RPT-USR-081-001 | Date: 2026-04-16 | Type: inventory_audit | Severity: medium | Category: inventory | Status: resolved | Reported by: loss_prevention | Description: Cycle count variance exceeds threshold in high-shrink categories,text-embedding-3-large,3072
reports_RPT-USR-083-002,USR-083,reports,RPT-USR-083-002,Kroger,Store: USR-083 | Report: RPT-USR-083-002 | Date: 2026-03-09 | Type: mystery_shop | Severity: high | Category: signage | Status: open | Reported by: store_manager | Description: Promotional signage expired or missing on endcap displays,text-embedding-3-large,3072
reports_RPT-USR-084-004,USR-084,reports,RPT-USR-084-004,Costco,Store: USR-084 | Report: RPT-USR-084-004 | Date: 2026-02-20 | Type: facilities | Severity: high | Category: planogram | Status: resolved | Reported by: district_manager | Description: Shelf tags misaligned with planogram — facings not compliant,text-embedding-3-large,3072
reports_RPT-USR-085-008,USR-085,reports,RPT-USR-085-008,Albertsons,Store: USR-085 | Report: RPT-USR-085-008 | Date: 2026-02-13 | Type: safety_audit | Severity: low | Category: staffing | Status: in_progress | Reported by: loss_prevention | Description: Insufficient coverage during peak hours — checkout and service desk,text-embedding-3-large,3072
reports_RPT-USR-085-010,USR-085,reports,RPT-USR-085-010,Albertsons,Store: USR-085 | Report: RPT-USR-085-010 | Date: 2026-06-02 | Type: mystery_shop | Severity: low | Category: planogram | Status: resolved | Reported by: store_manager | Description: Shelf tags misaligned with planogram — facings not compliant,text-embedding-3-large,3072
reports_RPT-USR-086-003,USR-086,reports,RPT-USR-086-003,Publix,Store: USR-086 | Report: RPT-USR-086-003 | Date: 2025-11-16 | Type: loss_prevention | Severity: low | Category: planogram | Status: resolved | Reported by: district_manager | Description: Shelf tags misaligned with planogram — facings not compliant,text-embedding-3-large,3072
reports_RPT-USR-087-005,USR-087,reports,RPT-USR-087-005,Whole Foods,Store: USR-087 | Report: RPT-USR-087-005 | Date: 2026-04-14 | Type: loss_prevention | Severity: medium | Category: safety | Status: resolved | Reported by: mystery_shopper | Description: Blocked emergency exit path noted during walkthrough,text-embedding-3-large,3072
reports_RPT-USR-088-008,USR-088,reports,RPT-USR-088-008,CVS,Store: USR-088 | Report: RPT-USR-088-008 | Date: 2025-11-07 | Type: safety_audit | Severity: low | Category: customer_service | Status: in_progress | Reported by: district_manager | Description: Wait times exceed SLA at service desk during weekend peak,text-embedding-3-large,3072
reports_RPT-USR-088-011,USR-088,reports,RPT-USR-088-011,CVS,Store: USR-088 | Report: RPT-USR-088-011 | Date: 2026-01-29 | Type: loss_prevention | Severity: medium | Category: inventory | Status: in_progress | Reported by: district_manager | Description: Cycle count variance exceeds threshold in high-shrink categories,text-embedding-3-large,3072
reports_RPT-USR-090-008,USR-090,reports,RPT-USR-090-008,Home Depot,Store: USR-090 | Report: RPT-USR-090-008 | Date: 2026-03-05 | Type: inventory_audit | Severity: low | Category: customer_service | Status: open | Reported by: loss_prevention | Description: Wait times exceed SLA at service desk during weekend peak,text-embedding-3-large,3072
reports_RPT-USR-094-010,USR-094,reports,RPT-USR-094-010,Sam's Club,Store: USR-094 | Report: RPT-USR-094-010 | Date: 2026-01-28 | Type: facilities | Severity: low | Category: equipment | Status: resolved | Reported by: loss_prevention | Description: Refrigeration unit temperature fluctuation logged in dairy section,text-embedding-3-large,3072
reports_RPT-USR-095-005,USR-095,reports,RPT-USR-095-005,Aldi,Store: USR-095 | Report: RPT-USR-095-005 | Date: 2026-03-31 | Type: loss_prevention | Severity: medium | Category: inventory | Status: resolved | Reported by: mystery_shopper | Description: Cycle count variance exceeds threshold in high-shrink categories,text-embedding-3-large,3072
reports_RPT-USR-097-004,USR-097,reports,RPT-USR-097-004,Meijer,Store: USR-097 | Report: RPT-USR-097-004 | Date: 2025-08-26 | Type: inventory_audit | Severity: high | Category: shrink | Status: in_progress | Reported by: district_manager | Description: Elevated shrink pattern detected near self-checkout area,text-embedding-3-large,3072
reports_RPT-USR-097-007,USR-097,reports,RPT-USR-097-007,Meijer,Store: USR-097 | Report: RPT-USR-097-007 | Date: 2025-08-04 | Type: safety_audit | Severity: medium | Category: signage | Status: in_progress | Reported by: store_manager | Description: Promotional signage expired or missing on endcap displays,text-embedding-3-large,3072
reports_RPT-USR-099-003,USR-099,reports,RPT-USR-099-003,Sprouts,Store: USR-099 | Report: RPT-USR-099-003 | Date: 2025-11-06 | Type: district_visit | Severity: low | Category: shrink | Status: open | Reported by: store_manager | Description: Elevated shrink pattern detected near self-checkout area,text-embedding-3-large,3072
reports_RPT-USR-099-009,USR-099,reports,RPT-USR-099-009,Sprouts,Store: USR-099 | Report: RPT-USR-099-009 | Date: 2026-06-14 | Type: facilities | Severity: low | Category: signage | Status: in_progress | Reported by: district_manager | Description: Promotional signage expired or missing on endcap displays,text-embedding-3-large,3072
news_NEWS-01508,USR-085,news,NEWS-01508,Albertsons,"Store USR-085 | Tampa, FL | Date: 2026-03-26 | Headline: These FL Stores Among More Than 1,400 In US Expected To Close In 2026 - Patch | Summary: These FL Stores Among More Than 1,400 In US Expected To Close In 2026 Patch | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01511,USR-085,news,NEWS-01511,Albertsons,"Store USR-085 | Tampa, FL | Date: 2026-05-28 | Headline: Apparel Brand That Celebrates Tampa Culture To Open First Retail Store - Patch | Summary: Apparel Brand That Celebrates Tampa Culture To Open First Retail Store Patch | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01548,USR-088,news,NEWS-01548,CVS,"Store USR-088 | Pittsburgh, PA | Date: 2025-07-15 | Headline: Prescriptions from these 143 Rite Aid Pa. stores are moving to CVS - PennLive.com | Summary: Prescriptions from these 143 Rite Aid Pa. stores are moving to CVS PennLive.com | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01567,USR-089,news,NEWS-01567,Walgreens,"Store USR-089 | St. Louis, MO | Date: 2024-02-08 | Headline: Walgreens to close Manchester store; chain could lose more stores this year - FOX 2 | Summary: Walgreens to close Manchester store; chain could lose more stores this year FOX 2 | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01606,USR-091,news,NEWS-01606,Lowe's,"Store USR-091 | Raleigh, NC | Date: 2026-05-19 | Headline: Proposed bill would allow NC grocery stores to sell canned cocktails - WSOC TV | Summary: Proposed bill would allow NC grocery stores to sell canned cocktails WSOC TV | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01608,USR-091,news,NEWS-01608,Lowe's,"Store USR-091 | Raleigh, NC | Date: 2026-03-10 | Headline: List of major retailers closing at Triangle Town Center in Raleigh grows, sparking mixed feelings with shoppers - CBS17.com | Summary: List of major retailers closing at Triangle Town Center in Raleigh grows, sparking mixed feelings with shoppers CBS17.com | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01645,USR-094,news,NEWS-01645,Sam's Club,"Store USR-094 | Birmingham, AL | Date: 2026-05-20 | Headline: Memorial Day 2026: What’s open + closed in Birmingham - Bham Now | Summary: Memorial Day 2026: What’s open + closed in Birmingham Bham Now | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01652,USR-094,news,NEWS-01652,Sam's Club,"Store USR-094 | Birmingham, AL | Date: 2026-04-01 | Headline: 10 New Shops in Birmingham (+1 Coming Soon!) - StyleBlueprint | Summary: 10 New Shops in Birmingham (+1 Coming Soon!) StyleBlueprint | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01662,USR-094,news,NEWS-01662,Sam's Club,"Store USR-094 | Birmingham, AL | Date: 2026-04-01 | Headline: Walmart’s Sam’s Club raising membership prices | Summary: The above button links to Coinbase. Yahoo Finance is not a broker-dealer or investment adviser and does not offer securities or cryptocurrencies for sale or facilitate trading. Coinbase pays us for ... | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01670,USR-095,news,NEWS-01670,Aldi,"Store USR-095 | Richmond, VA | Date: 2026-03-06 | Headline: Richmond grocery prices rival New York, Boston, investigation finds - WWBT | Summary: Richmond grocery prices rival New York, Boston, investigation finds WWBT | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01683,USR-096,news,NEWS-01683,H-E-B,"Store USR-096 | Boise, ID | Date: 2025-01-13 | Headline: San Antonio’s H-E-B takes top spot again in national grocery ranking, edging out Walmart and Amazon - San Antonio Express-News | Summary: San Antonio’s H-E-B takes top spot again in national grocery ranking, edging out Walmart and Amazon San Antonio Express-News | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01695,USR-096,news,NEWS-01695,H-E-B,"Store USR-096 | Boise, ID | Date: 2026-01-05 | Headline: These Stores Could Disappear From Idaho in 2026 - 107.9 LITE FM | Summary: These Stores Could Disappear From Idaho in 2026 107.9 LITE FM | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01703,USR-097,news,NEWS-01703,Meijer,"Store USR-097 | Omaha, NE | Date: 2026-01-13 | Headline: New Fast EV Chargers Planned At Walmarts In 19 US States - CleanTechnica | Summary: New Fast EV Chargers Planned At Walmarts In 19 US States CleanTechnica | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01704,USR-097,news,NEWS-01704,Meijer,"Store USR-097 | Omaha, NE | Date: 2024-03-30 | Headline: What stores are open on Easter Sunday 2024? See Walmart, Target, Costco hours - KETV | Summary: What stores are open on Easter Sunday 2024? See Walmart, Target, Costco hours KETV | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01713,USR-097,news,NEWS-01713,Meijer,"Store USR-097 | Omaha, NE | Date: 2026-04-30 | Headline: After 8 years in the metro, Prairie in Bloom's west Omaha location is closing - KMTV 3 News Now Omaha | Summary: After 8 years in the metro, Prairie in Bloom's west Omaha location is closing KMTV 3 News Now Omaha | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01720,USR-098,news,NEWS-01720,Safeway,"Store USR-098 | Oklahoma City, OK | Date: 2025-09-09 | Headline: Safeway to close 10 Colorado stores as part of regional consolidation - ColoradoBiz | Summary: Safeway to close 10 Colorado stores as part of regional consolidation ColoradoBiz | Impact: neutral",text-embedding-3-large,3072
news_NEWS-01761,USR-100,news,NEWS-01761,Trader Joe's,"Store USR-100 | Buffalo, NY | Date: 2025-11-25 | Headline: Iconic Buffalo area retailer George and Company closing up shop - WGRZ | Summary: Iconic Buffalo area retailer George and Company closing up shop WGRZ | Impact: neutral",text-embedding-3-large,3072
products_SKU-USR-001-010,USR-001,products,SKU-USR-001-010,Walmart,Store: USR-001 | SKU: SKU-USR-001-010 | Category: Household | Product: Concentrated Laundry Detergent | Description: HE compatible — 64 load bottle. | Attributes: value | Brand: national | Price tier: value | Unit price: 8.51 | Pack size: 12 oz | Aisle: Aisle 15–17 — Household | Facings: 4 | Weekly units sold: 36 | Margin pct: 0.187 | In stock: True | Vendor: Regional Foods LLC,text-embedding-3-large,3072
products_SKU-USR-002-002,USR-002,products,SKU-USR-002-002,Target,"Store: USR-002 | SKU: SKU-USR-002-002 | Category: Fresh Produce | Product: Organic Baby Spinach 5oz | Description: Triple washed organic greens — salad ready. | Attributes: organic,premium | Brand: national | Price tier: premium | Unit price: 10.0 | Pack size: 8 oz | Aisle: Produce Section — Front Perimeter | Facings: 5 | Weekly units sold: 13 | Margin pct: 0.253 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-003-007,USR-003,products,SKU-USR-003-007,Kroger,Store: USR-003 | SKU: SKU-USR-003-007 | Category: Health & Beauty | Product: Value Shampoo Family Size | Description: Everyday clean formula — large bottle value pack. | Attributes: value | Brand: national | Price tier: value | Unit price: 8.09 | Pack size: 1 gallon | Aisle: Aisle 18–22 — HBC | Facings: 5 | Weekly units sold: 49 | Margin pct: 0.214 | In stock: True | Vendor: National Brands Co,text-embedding-3-large,3072
products_SKU-USR-003-011,USR-003,products,SKU-USR-003-011,Kroger,"Store: USR-003 | SKU: SKU-USR-003-011 | Category: Fresh Produce | Product: Local Seasonal Berry Mix | Description: Farm partnership program — peak season berries. | Attributes: seasonal,premium | Brand: national | Price tier: premium | Unit price: 33.83 | Pack size: 32 oz | Aisle: Produce Section — Front Perimeter | Facings: 1 | Weekly units sold: 16 | Margin pct: 0.188 | In stock: True | Vendor: Regional Foods LLC",text-embedding-3-large,3072
products_SKU-USR-004-012,USR-004,products,SKU-USR-004-012,Costco,"Store: USR-004 | SKU: SKU-USR-004-012 | Category: Fresh Produce | Product: Local Seasonal Berry Mix | Description: Farm partnership program — peak season berries. | Attributes: seasonal,premium | Brand: national | Price tier: premium | Unit price: 50.36 | Pack size: 4-pack | Aisle: Produce Section — Front Perimeter | Facings: 4 | Weekly units sold: 15 | Margin pct: 0.158 | In stock: True | Vendor: Global Consumer Goods",text-embedding-3-large,3072
products_SKU-USR-004-017,USR-004,products,SKU-USR-004-017,Costco,Store: USR-004 | SKU: SKU-USR-004-017 | Category: Grocery | Product: Executive Membership Renewal | Description: Annual membership fee SKU — loyalty driver. | Attributes: premium | Brand: national | Price tier: premium | Unit price: 49.61 | Pack size: 2 lb | Aisle: Aisle 4–12 — Center Store | Facings: 2 | Weekly units sold: 22 | Margin pct: 0.278 | In stock: True | Vendor: Global Consumer Goods,text-embedding-3-large,3072
