report_id,store_id,report_date,report_type,severity,issue_category,description,status,reported_by
RPT-USR-022-005,USR-022,2025-09-08,facilities,medium,shrink,Elevated shrink pattern detected near self-checkout area,open,loss_prevention
RPT-USR-022-006,USR-022,2026-04-23,inventory_audit,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,store_manager
RPT-USR-022-007,USR-022,2025-10-06,inventory_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,district_manager
RPT-USR-023-001,USR-023,2026-05-29,loss_prevention,medium,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-023-002,USR-023,2026-04-04,facilities,high,safety,Blocked emergency exit path noted during walkthrough,in_progress,district_manager
RPT-USR-023-003,USR-023,2025-07-29,inventory_audit,high,safety,Blocked emergency exit path noted during walkthrough,resolved,loss_prevention
RPT-USR-023-004,USR-023,2026-04-27,mystery_shop,high,safety,Blocked emergency exit path noted during walkthrough,resolved,district_manager
RPT-USR-023-005,USR-023,2025-11-26,safety_audit,high,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,loss_prevention
RPT-USR-023-006,USR-023,2025-07-02,district_visit,medium,safety,Blocked emergency exit path noted during walkthrough,open,loss_prevention
RPT-USR-023-007,USR-023,2025-08-21,loss_prevention,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,loss_prevention
RPT-USR-023-008,USR-023,2025-12-02,facilities,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-023-009,USR-023,2025-08-20,inventory_audit,high,signage,Promotional signage expired or missing on endcap displays,in_progress,district_manager
RPT-USR-024-001,USR-024,2025-10-04,loss_prevention,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,open,store_manager
RPT-USR-024-002,USR-024,2025-09-25,district_visit,medium,signage,Promotional signage expired or missing on endcap displays,in_progress,store_manager
RPT-USR-024-003,USR-024,2025-10-28,mystery_shop,high,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,store_manager
RPT-USR-024-004,USR-024,2026-03-02,facilities,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,loss_prevention
RPT-USR-024-005,USR-024,2025-07-29,loss_prevention,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,open,district_manager
RPT-USR-024-006,USR-024,2026-03-31,inventory_audit,medium,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-024-007,USR-024,2026-01-22,district_visit,high,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,store_manager
RPT-USR-024-008,USR-024,2026-01-21,facilities,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,open,loss_prevention
RPT-USR-024-009,USR-024,2026-03-21,mystery_shop,high,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,mystery_shopper
RPT-USR-025-001,USR-025,2025-09-08,inventory_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,loss_prevention
RPT-USR-025-002,USR-025,2026-05-16,facilities,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,loss_prevention
RPT-USR-025-003,USR-025,2026-03-01,mystery_shop,low,signage,Promotional signage expired or missing on endcap displays,resolved,district_manager
RPT-USR-025-004,USR-025,2025-10-10,facilities,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,loss_prevention
RPT-USR-025-005,USR-025,2026-05-01,facilities,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,mystery_shopper
RPT-USR-025-006,USR-025,2025-12-28,mystery_shop,low,staffing,Insufficient coverage during peak hours — checkout and service desk,open,district_manager
RPT-USR-025-007,USR-025,2025-09-16,inventory_audit,medium,safety,Blocked emergency exit path noted during walkthrough,open,store_manager
RPT-USR-025-008,USR-025,2026-06-17,district_visit,high,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,loss_prevention
RPT-USR-025-009,USR-025,2025-10-08,inventory_audit,medium,shrink,Elevated shrink pattern detected near self-checkout area,open,district_manager
RPT-USR-025-010,USR-025,2026-02-12,safety_audit,high,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,open,mystery_shopper
RPT-USR-026-001,USR-026,2025-08-21,district_visit,medium,safety,Blocked emergency exit path noted during walkthrough,in_progress,district_manager
RPT-USR-026-002,USR-026,2026-02-28,district_visit,medium,safety,Blocked emergency exit path noted during walkthrough,open,loss_prevention
RPT-USR-026-003,USR-026,2026-03-08,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,open,district_manager
RPT-USR-026-004,USR-026,2026-03-24,loss_prevention,low,safety,Blocked emergency exit path noted during walkthrough,open,mystery_shopper
RPT-USR-026-005,USR-026,2025-09-22,loss_prevention,low,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,mystery_shopper
RPT-USR-026-006,USR-026,2025-09-16,safety_audit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,district_manager
RPT-USR-026-007,USR-026,2026-01-13,loss_prevention,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,mystery_shopper
RPT-USR-026-008,USR-026,2025-10-08,mystery_shop,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,district_manager
RPT-USR-027-001,USR-027,2025-10-01,loss_prevention,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,mystery_shopper
RPT-USR-027-002,USR-027,2025-10-28,loss_prevention,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,open,loss_prevention
RPT-USR-027-003,USR-027,2025-09-12,safety_audit,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,loss_prevention
RPT-USR-027-004,USR-027,2026-04-04,district_visit,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,loss_prevention
RPT-USR-027-005,USR-027,2025-10-03,safety_audit,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,store_manager
RPT-USR-027-006,USR-027,2025-08-11,facilities,high,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,loss_prevention
RPT-USR-027-007,USR-027,2025-10-02,district_visit,medium,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-027-008,USR-027,2025-06-30,district_visit,low,signage,Promotional signage expired or missing on endcap displays,in_progress,store_manager
RPT-USR-028-001,USR-028,2026-02-03,district_visit,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,mystery_shopper
RPT-USR-028-002,USR-028,2026-05-07,facilities,medium,signage,Promotional signage expired or missing on endcap displays,open,loss_prevention
RPT-USR-028-003,USR-028,2026-05-17,loss_prevention,high,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,district_manager
RPT-USR-028-004,USR-028,2025-09-06,safety_audit,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,mystery_shopper
RPT-USR-028-005,USR-028,2025-10-15,district_visit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,district_manager
RPT-USR-028-006,USR-028,2026-03-29,safety_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,loss_prevention
RPT-USR-028-007,USR-028,2025-06-27,inventory_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,loss_prevention
RPT-USR-028-008,USR-028,2026-02-07,loss_prevention,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,mystery_shopper
RPT-USR-028-009,USR-028,2025-11-30,mystery_shop,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,district_manager
RPT-USR-029-001,USR-029,2026-01-14,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,store_manager
RPT-USR-029-002,USR-029,2026-03-06,mystery_shop,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,store_manager
RPT-USR-029-003,USR-029,2025-12-23,loss_prevention,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,loss_prevention
RPT-USR-029-004,USR-029,2026-06-19,district_visit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,store_manager
RPT-USR-029-005,USR-029,2025-09-02,safety_audit,medium,safety,Blocked emergency exit path noted during walkthrough,in_progress,district_manager
RPT-USR-029-006,USR-029,2025-08-26,loss_prevention,low,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,store_manager
RPT-USR-029-007,USR-029,2025-09-14,inventory_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,open,store_manager
RPT-USR-030-001,USR-030,2026-01-14,district_visit,medium,shrink,Elevated shrink pattern detected near self-checkout area,open,loss_prevention
RPT-USR-030-002,USR-030,2026-04-21,district_visit,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,mystery_shopper
RPT-USR-030-003,USR-030,2025-07-11,mystery_shop,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,district_manager
RPT-USR-030-004,USR-030,2026-02-25,safety_audit,high,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,loss_prevention
RPT-USR-030-005,USR-030,2026-01-31,loss_prevention,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,open,mystery_shopper
RPT-USR-030-006,USR-030,2026-01-16,district_visit,low,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,district_manager
RPT-USR-030-007,USR-030,2025-10-31,district_visit,low,signage,Promotional signage expired or missing on endcap displays,open,mystery_shopper
RPT-USR-030-008,USR-030,2026-02-01,loss_prevention,high,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,loss_prevention
RPT-USR-030-009,USR-030,2025-08-29,mystery_shop,low,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,mystery_shopper
RPT-USR-031-001,USR-031,2026-06-03,mystery_shop,high,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-031-002,USR-031,2026-06-04,loss_prevention,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,district_manager
RPT-USR-031-003,USR-031,2026-02-14,safety_audit,medium,safety,Blocked emergency exit path noted during walkthrough,in_progress,district_manager
RPT-USR-031-004,USR-031,2025-12-29,loss_prevention,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,store_manager
RPT-USR-031-005,USR-031,2026-02-28,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-031-006,USR-031,2025-12-19,district_visit,medium,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-031-007,USR-031,2025-12-27,safety_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,district_manager
RPT-USR-031-008,USR-031,2025-12-01,inventory_audit,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,mystery_shopper
RPT-USR-031-009,USR-031,2025-10-23,mystery_shop,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,district_manager
RPT-USR-031-010,USR-031,2026-04-30,district_visit,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,mystery_shopper
RPT-USR-032-001,USR-032,2025-08-09,facilities,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,loss_prevention
RPT-USR-032-002,USR-032,2026-04-18,loss_prevention,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,loss_prevention
RPT-USR-032-003,USR-032,2026-03-12,safety_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,open,store_manager
RPT-USR-032-004,USR-032,2025-10-24,facilities,high,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,district_manager
RPT-USR-033-001,USR-033,2026-04-03,loss_prevention,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,open,store_manager
RPT-USR-033-002,USR-033,2025-09-27,inventory_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,store_manager
RPT-USR-033-003,USR-033,2026-05-28,safety_audit,low,safety,Blocked emergency exit path noted during walkthrough,resolved,district_manager
RPT-USR-033-004,USR-033,2025-07-04,safety_audit,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,loss_prevention
RPT-USR-033-005,USR-033,2025-12-30,inventory_audit,low,safety,Blocked emergency exit path noted during walkthrough,resolved,store_manager
RPT-USR-033-006,USR-033,2026-06-01,inventory_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,district_manager
RPT-USR-033-007,USR-033,2026-01-20,inventory_audit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,store_manager
RPT-USR-034-001,USR-034,2026-06-16,facilities,low,safety,Blocked emergency exit path noted during walkthrough,open,district_manager
RPT-USR-034-002,USR-034,2026-05-01,district_visit,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,district_manager
RPT-USR-034-003,USR-034,2025-09-11,inventory_audit,high,signage,Promotional signage expired or missing on endcap displays,open,mystery_shopper
RPT-USR-034-004,USR-034,2025-10-06,inventory_audit,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,open,district_manager
RPT-USR-034-005,USR-034,2025-11-26,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-034-006,USR-034,2025-10-24,safety_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,district_manager
RPT-USR-034-007,USR-034,2025-10-31,district_visit,low,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,district_manager
RPT-USR-034-008,USR-034,2025-11-28,inventory_audit,high,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,district_manager
RPT-USR-034-009,USR-034,2026-04-23,safety_audit,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,mystery_shopper
RPT-USR-034-010,USR-034,2025-07-05,mystery_shop,high,signage,Promotional signage expired or missing on endcap displays,resolved,mystery_shopper
RPT-USR-034-011,USR-034,2025-12-18,loss_prevention,high,signage,Promotional signage expired or missing on endcap displays,in_progress,store_manager
RPT-USR-035-001,USR-035,2025-09-27,district_visit,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,store_manager
RPT-USR-035-002,USR-035,2025-12-21,loss_prevention,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,district_manager
RPT-USR-035-003,USR-035,2026-05-16,loss_prevention,high,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,district_manager
RPT-USR-035-004,USR-035,2025-09-18,facilities,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,store_manager
RPT-USR-035-005,USR-035,2025-09-28,district_visit,high,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,district_manager
RPT-USR-035-006,USR-035,2025-12-13,loss_prevention,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,mystery_shopper
RPT-USR-035-007,USR-035,2025-07-08,mystery_shop,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,district_manager
RPT-USR-035-008,USR-035,2025-10-01,inventory_audit,medium,shrink,Elevated shrink pattern detected near self-checkout area,open,mystery_shopper
RPT-USR-035-009,USR-035,2026-04-20,mystery_shop,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,mystery_shopper
RPT-USR-035-010,USR-035,2025-09-15,loss_prevention,low,safety,Blocked emergency exit path noted during walkthrough,resolved,store_manager
RPT-USR-036-001,USR-036,2026-04-21,inventory_audit,low,signage,Promotional signage expired or missing on endcap displays,in_progress,store_manager
RPT-USR-036-002,USR-036,2025-09-27,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,open,mystery_shopper
RPT-USR-036-003,USR-036,2025-12-13,facilities,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,store_manager
RPT-USR-036-004,USR-036,2026-03-08,loss_prevention,medium,safety,Blocked emergency exit path noted during walkthrough,in_progress,mystery_shopper
RPT-USR-036-005,USR-036,2026-02-22,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,loss_prevention
RPT-USR-036-006,USR-036,2025-12-07,safety_audit,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,store_manager
RPT-USR-036-007,USR-036,2026-01-26,mystery_shop,low,safety,Blocked emergency exit path noted during walkthrough,resolved,store_manager
RPT-USR-036-008,USR-036,2026-01-12,facilities,high,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,store_manager
RPT-USR-036-009,USR-036,2026-04-04,safety_audit,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,open,mystery_shopper
RPT-USR-036-010,USR-036,2026-03-11,inventory_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,mystery_shopper
RPT-USR-037-001,USR-037,2025-12-11,loss_prevention,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,mystery_shopper
RPT-USR-037-002,USR-037,2025-08-27,facilities,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,mystery_shopper
RPT-USR-037-003,USR-037,2025-07-14,safety_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,open,mystery_shopper
RPT-USR-037-004,USR-037,2026-01-21,mystery_shop,medium,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-037-005,USR-037,2025-07-26,mystery_shop,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,store_manager
RPT-USR-037-006,USR-037,2026-05-18,facilities,high,safety,Blocked emergency exit path noted during walkthrough,resolved,store_manager
RPT-USR-037-007,USR-037,2025-10-03,safety_audit,low,safety,Blocked emergency exit path noted during walkthrough,resolved,store_manager
RPT-USR-038-001,USR-038,2025-10-21,loss_prevention,low,shrink,Elevated shrink pattern detected near self-checkout area,open,district_manager
RPT-USR-038-002,USR-038,2026-04-09,safety_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,store_manager
RPT-USR-038-003,USR-038,2025-07-24,district_visit,high,signage,Promotional signage expired or missing on endcap displays,in_progress,mystery_shopper
RPT-USR-038-004,USR-038,2026-03-30,loss_prevention,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,loss_prevention
RPT-USR-038-005,USR-038,2025-12-20,loss_prevention,low,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,district_manager
RPT-USR-038-006,USR-038,2025-10-19,facilities,medium,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-038-007,USR-038,2025-12-15,safety_audit,high,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,district_manager
RPT-USR-038-008,USR-038,2026-01-16,district_visit,medium,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-038-009,USR-038,2025-10-16,district_visit,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-038-010,USR-038,2026-02-18,mystery_shop,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,store_manager
RPT-USR-039-001,USR-039,2026-05-11,facilities,medium,signage,Promotional signage expired or missing on endcap displays,resolved,district_manager
RPT-USR-039-002,USR-039,2025-10-28,inventory_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,district_manager
RPT-USR-039-003,USR-039,2026-06-04,facilities,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,in_progress,store_manager
RPT-USR-039-004,USR-039,2025-10-01,inventory_audit,low,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-039-005,USR-039,2026-03-30,district_visit,high,safety,Blocked emergency exit path noted during walkthrough,in_progress,store_manager
RPT-USR-039-006,USR-039,2025-12-28,safety_audit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,mystery_shopper
RPT-USR-039-007,USR-039,2025-08-16,district_visit,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,district_manager
RPT-USR-040-001,USR-040,2026-01-08,mystery_shop,low,planogram,Shelf tags misaligned with planogram — facings not compliant,open,loss_prevention
RPT-USR-040-002,USR-040,2026-04-15,facilities,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,store_manager
RPT-USR-040-003,USR-040,2025-12-21,facilities,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,mystery_shopper
RPT-USR-040-004,USR-040,2026-06-08,loss_prevention,medium,safety,Blocked emergency exit path noted during walkthrough,resolved,mystery_shopper
RPT-USR-040-005,USR-040,2026-06-15,safety_audit,high,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,loss_prevention
RPT-USR-040-006,USR-040,2026-04-06,facilities,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,loss_prevention
RPT-USR-040-007,USR-040,2026-02-24,district_visit,low,signage,Promotional signage expired or missing on endcap displays,in_progress,loss_prevention
RPT-USR-040-008,USR-040,2025-10-06,mystery_shop,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,loss_prevention
RPT-USR-040-009,USR-040,2025-10-26,facilities,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,open,store_manager
RPT-USR-040-010,USR-040,2026-02-01,loss_prevention,low,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,loss_prevention
RPT-USR-041-001,USR-041,2026-02-01,facilities,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,in_progress,district_manager
RPT-USR-041-002,USR-041,2026-06-15,safety_audit,medium,safety,Blocked emergency exit path noted during walkthrough,resolved,district_manager
RPT-USR-041-003,USR-041,2026-01-29,loss_prevention,low,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,mystery_shopper
RPT-USR-041-004,USR-041,2025-07-20,district_visit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,loss_prevention
RPT-USR-041-005,USR-041,2025-07-09,loss_prevention,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,loss_prevention
RPT-USR-041-006,USR-041,2026-06-04,inventory_audit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,loss_prevention
RPT-USR-041-007,USR-041,2025-09-13,facilities,high,safety,Blocked emergency exit path noted during walkthrough,resolved,mystery_shopper
RPT-USR-041-008,USR-041,2025-09-01,facilities,high,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,in_progress,loss_prevention
RPT-USR-041-009,USR-041,2025-07-19,mystery_shop,medium,staffing,Insufficient coverage during peak hours — checkout and service desk,open,store_manager
RPT-USR-042-001,USR-042,2026-03-03,inventory_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,mystery_shopper
RPT-USR-042-002,USR-042,2025-10-19,facilities,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,store_manager
RPT-USR-042-003,USR-042,2025-11-15,district_visit,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-042-004,USR-042,2025-10-11,facilities,medium,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-042-005,USR-042,2025-10-11,safety_audit,high,shrink,Elevated shrink pattern detected near self-checkout area,resolved,store_manager
RPT-USR-042-006,USR-042,2026-02-12,district_visit,medium,safety,Blocked emergency exit path noted during walkthrough,open,loss_prevention
RPT-USR-042-007,USR-042,2026-03-07,district_visit,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,district_manager
RPT-USR-042-008,USR-042,2026-05-09,mystery_shop,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,in_progress,mystery_shopper
RPT-USR-042-009,USR-042,2025-11-17,inventory_audit,low,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,district_manager
RPT-USR-043-001,USR-043,2026-03-27,mystery_shop,high,shrink,Elevated shrink pattern detected near self-checkout area,open,loss_prevention
RPT-USR-043-002,USR-043,2026-04-09,loss_prevention,low,safety,Blocked emergency exit path noted during walkthrough,resolved,store_manager
RPT-USR-043-003,USR-043,2025-09-15,mystery_shop,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,store_manager
RPT-USR-043-004,USR-043,2026-04-21,district_visit,high,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,loss_prevention
RPT-USR-043-005,USR-043,2025-12-14,facilities,medium,safety,Blocked emergency exit path noted during walkthrough,resolved,district_manager
RPT-USR-043-006,USR-043,2026-04-25,loss_prevention,medium,shrink,Elevated shrink pattern detected near self-checkout area,resolved,district_manager
RPT-USR-043-007,USR-043,2026-03-19,loss_prevention,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,open,store_manager
RPT-USR-043-008,USR-043,2026-01-27,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,store_manager
RPT-USR-043-009,USR-043,2025-11-30,inventory_audit,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,open,loss_prevention
RPT-USR-043-010,USR-043,2026-05-26,safety_audit,low,safety,Blocked emergency exit path noted during walkthrough,open,mystery_shopper
RPT-USR-043-011,USR-043,2025-10-05,safety_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,loss_prevention
RPT-USR-043-012,USR-043,2026-05-13,safety_audit,high,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,mystery_shopper
RPT-USR-044-001,USR-044,2026-05-20,inventory_audit,medium,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,open,district_manager
RPT-USR-044-002,USR-044,2026-03-24,district_visit,high,staffing,Insufficient coverage during peak hours — checkout and service desk,open,loss_prevention
RPT-USR-044-003,USR-044,2025-07-14,inventory_audit,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,mystery_shopper
RPT-USR-044-004,USR-044,2025-07-21,loss_prevention,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,mystery_shopper
RPT-USR-044-005,USR-044,2025-07-15,facilities,medium,customer_service,Wait times exceed SLA at service desk during weekend peak,resolved,loss_prevention
RPT-USR-044-006,USR-044,2026-04-28,facilities,high,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,store_manager
RPT-USR-044-007,USR-044,2026-04-17,mystery_shop,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,in_progress,district_manager
RPT-USR-044-008,USR-044,2025-08-05,safety_audit,low,customer_service,Wait times exceed SLA at service desk during weekend peak,open,district_manager
RPT-USR-044-009,USR-044,2025-08-30,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,open,district_manager
RPT-USR-044-010,USR-044,2025-08-13,inventory_audit,low,cleaning,Backroom and sales floor cleaning below standard — debris in aisles,resolved,mystery_shopper
RPT-USR-044-011,USR-044,2026-03-31,safety_audit,low,staffing,Insufficient coverage during peak hours — checkout and service desk,resolved,store_manager
RPT-USR-044-012,USR-044,2026-06-14,mystery_shop,low,safety,Blocked emergency exit path noted during walkthrough,resolved,loss_prevention
RPT-USR-044-013,USR-044,2025-10-10,inventory_audit,medium,planogram,Shelf tags misaligned with planogram — facings not compliant,open,mystery_shopper
RPT-USR-044-014,USR-044,2025-10-01,facilities,medium,equipment,Refrigeration unit temperature fluctuation logged in dairy section,resolved,mystery_shopper
RPT-USR-045-001,USR-045,2025-10-05,safety_audit,medium,safety,Blocked emergency exit path noted during walkthrough,open,mystery_shopper
RPT-USR-045-002,USR-045,2025-09-18,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,in_progress,store_manager
RPT-USR-045-003,USR-045,2026-05-27,facilities,medium,inventory,Cycle count variance exceeds threshold in high-shrink categories,in_progress,store_manager
RPT-USR-045-004,USR-045,2026-03-31,mystery_shop,low,planogram,Shelf tags misaligned with planogram — facings not compliant,resolved,district_manager
RPT-USR-045-005,USR-045,2026-05-17,inventory_audit,low,shrink,Elevated shrink pattern detected near self-checkout area,resolved,district_manager
RPT-USR-045-006,USR-045,2025-09-12,mystery_shop,low,signage,Promotional signage expired or missing on endcap displays,resolved,mystery_shopper
RPT-USR-045-007,USR-045,2026-06-02,inventory_audit,high,inventory,Cycle count variance exceeds threshold in high-shrink categories,resolved,mystery_shopper
