news_id,store_id,city,state,published_date,headline,summary,event_type,demand_impact,source
NEWS-00323,USR-019,Nashville,TN,2025-10-27,Sprouts Set To Anchor Port Royal Marketplace In Spring Hill. - CITY NOW NEXT,Sprouts Set To Anchor Port Royal Marketplace In Spring Hill. CITY NOW NEXT,local_news,neutral,CITY NOW NEXT
NEWS-00324,USR-019,Nashville,TN,2025-12-05,GBT Realty to Develop Sprouts Farmers Market at Port Royal Marketplace in Metro Nashville - Shopping Center Business,GBT Realty to Develop Sprouts Farmers Market at Port Royal Marketplace in Metro Nashville Shopping Center Business,local_news,neutral,Shopping Center Business
NEWS-00325,USR-019,Nashville,TN,2025-12-24,Sprouts Farmers Market to open West Nashville location - The Business Journals,Sprouts Farmers Market to open West Nashville location The Business Journals,local_news,neutral,The Business Journals
NEWS-00326,USR-019,Nashville,TN,2026-06-12,Can you carry firearms in TN grocery stores? What largest chains say - The Tennessean,Can you carry firearms in TN grocery stores? What largest chains say The Tennessean,local_news,neutral,The Tennessean
NEWS-00327,USR-019,Nashville,TN,2026-01-21,Grocery stores prepare for winter storm as shoppers stock up - WSMV,Grocery stores prepare for winter storm as shoppers stock up WSMV,weather,negative,WSMV
NEWS-00328,USR-019,Nashville,TN,2026-01-21,Grocery store lines are forming across Middle Tennessee before the big storm - WKRN News 2,Grocery store lines are forming across Middle Tennessee before the big storm WKRN News 2,weather,negative,WKRN News 2
NEWS-00329,USR-019,Nashville,TN,2026-01-23,Grocery stores see COVID-level rush as Middle Tennessee prepares for dangerous ice storm - News Channel 5 Nashville,Grocery stores see COVID-level rush as Middle Tennessee prepares for dangerous ice storm News Channel 5 Nashville,weather,negative,News Channel 5 Nashville
NEWS-00330,USR-019,Nashville,TN,2026-01-22,Nashville Grocery Stores Look Post-Apocalyptic As The City Prepares For Winter Storm - Whiskey Riff,Nashville Grocery Stores Look Post-Apocalyptic As The City Prepares For Winter Storm Whiskey Riff,weather,negative,Whiskey Riff
NEWS-00331,USR-019,Nashville,TN,2026-03-05,Turnip Truck & ‘The Store’ Are Rounding Up for Neighbors in Need - StyleBlueprint,Turnip Truck & ‘The Store’ Are Rounding Up for Neighbors in Need StyleBlueprint,local_news,neutral,StyleBlueprint
NEWS-00332,USR-019,Nashville,TN,2025-10-16,American Signature Furniture Announces Strategic Exit from Nashville Market - PR Newswire,American Signature Furniture Announces Strategic Exit from Nashville Market PR Newswire,local_news,neutral,PR Newswire
NEWS-00333,USR-019,Nashville,TN,2025-08-08,"New Bed Bath & Beyond store opens in Nashville, Tennessee, nearly 2 years after company closed all stores - 6abc Philadelphia","New Bed Bath & Beyond store opens in Nashville, Tennessee, nearly 2 years after company closed all stores 6abc Philadelphia",local_news,neutral,6abc Philadelphia
NEWS-00334,USR-019,Nashville,TN,2026-02-13,IKEA to close Memphis store - Nashville Post,IKEA to close Memphis store Nashville Post,local_news,neutral,Nashville Post
NEWS-00335,USR-019,Nashville,TN,2026-01-28,Tennessee's only Amazon Fresh location to close. Here's why - The Tennessean,Tennessee's only Amazon Fresh location to close. Here's why The Tennessean,local_news,neutral,The Tennessean
NEWS-00336,USR-019,Nashville,TN,2026-01-27,Amazon to close all Amazon Go and Amazon Fresh stores: Full list of current locations - WCNC,Amazon to close all Amazon Go and Amazon Fresh stores: Full list of current locations WCNC,local_news,neutral,WCNC
NEWS-00337,USR-019,Nashville,TN,2026-02-11,IKEA Memphis to close. Where to find the next closest store - The Commercial Appeal,IKEA Memphis to close. Where to find the next closest store The Commercial Appeal,local_news,neutral,The Commercial Appeal
NEWS-00338,USR-020,Detroit,MI,2026-05-21,Trader Joe’s Opening New Metro Detroit Location - Patch,Trader Joe’s Opening New Metro Detroit Location Patch,new_competitor,neutral,Patch
NEWS-00339,USR-020,Detroit,MI,2026-05-22,Trader Joe's announces it's opening a store in Farmington Hills - WXYZ Channel 7,Trader Joe's announces it's opening a store in Farmington Hills WXYZ Channel 7,new_competitor,neutral,WXYZ Channel 7
NEWS-00340,USR-020,Detroit,MI,2025-12-22,What's open and closed in Michigan on Christmas Day 2025 - FOX 2 Detroit,What's open and closed in Michigan on Christmas Day 2025 FOX 2 Detroit,local_news,neutral,FOX 2 Detroit
NEWS-00341,USR-020,Detroit,MI,2026-05-25,Need stuff for Memorial Day cookout? Here's which grocers are open - Detroit Free Press,Need stuff for Memorial Day cookout? Here's which grocers are open Detroit Free Press,local_news,neutral,Detroit Free Press
NEWS-00342,USR-020,Detroit,MI,2026-03-20,Trader Joe’s large lavender totes coming soon. See Michigan stores - Yahoo,Trader Joe’s large lavender totes coming soon. See Michigan stores Yahoo,local_news,neutral,Yahoo
NEWS-00343,USR-020,Detroit,MI,2026-01-01,"Here’s a list of stores, restaurants open on New Year’s Day in Michigan - ClickOnDetroit | WDIV Local 4","Here’s a list of stores, restaurants open on New Year’s Day in Michigan ClickOnDetroit | WDIV Local 4",local_news,neutral,ClickOnDetroit | WDIV Local 4
NEWS-00344,USR-020,Detroit,MI,2026-06-08,Meijer plans another midsize grocery store in metro Detroit - Crain's Detroit,Meijer plans another midsize grocery store in metro Detroit Crain's Detroit,local_news,neutral,Crain's Detroit
NEWS-00345,USR-020,Detroit,MI,2026-06-11,"Micah's Market opens on Detroit's west side, offering affordable groceries to Crary/St. Mary's - WXYZ Channel 7","Micah's Market opens on Detroit's west side, offering affordable groceries to Crary/St. Mary's WXYZ Channel 7",local_news,neutral,WXYZ Channel 7
NEWS-00346,USR-020,Detroit,MI,2026-06-15,Detroit grocery store helps bridge gap of food insecurity - CBS News,Detroit grocery store helps bridge gap of food insecurity CBS News,local_news,neutral,CBS News
NEWS-00347,USR-020,Detroit,MI,2026-05-12,Man accused of setting shopping carts on fire at SW Detroit grocery store facing federal charge - ClickOnDetroit | WDIV Local 4,Man accused of setting shopping carts on fire at SW Detroit grocery store facing federal charge ClickOnDetroit | WDIV Local 4,local_news,neutral,ClickOnDetroit | WDIV Local 4
NEWS-00348,USR-020,Detroit,MI,2026-02-18,"Green Grocer Program celebrates first ribbon cutting since 2024 relaunch, bringing walkable grocery access to Dexter-Linwood neighborhood - City of Detroit (.gov)","Green Grocer Program celebrates first ribbon cutting since 2024 relaunch, bringing walkable grocery access to Dexter-Linwood neighborhood City of Detroit (.gov)",local_news,neutral,City of Detroit (.gov)
NEWS-00349,USR-020,Detroit,MI,2026-04-19,"Niemann Harvest Market - Ann Arbor at Briarwood Mall. Here's a look inside the new 57K-square-foot grocery store. 📹 + 📰 by Susan Selasky, Detroit Free Press - facebook.com","Niemann Harvest Market - Ann Arbor at Briarwood Mall. Here's a look inside the new 57K-square-foot grocery store. 📹 + 📰 by Susan Selasky, Detroit Free Press facebook.com",local_news,neutral,facebook.com
NEWS-00350,USR-020,Detroit,MI,2026-05-19,Family Dollar on Eight Mile in Warren is closing - Axios,Family Dollar on Eight Mile in Warren is closing Axios,local_news,neutral,Axios
NEWS-00351,USR-020,Detroit,MI,2026-02-16,"The Bel-Air Centre was once a bustling shopping center with a Target, Farmer Jack, Builders Square and Toys R' Us. See link below ⬇️ - facebook.com","The Bel-Air Centre was once a bustling shopping center with a Target, Farmer Jack, Builders Square and Toys R' Us. See link below ⬇️ facebook.com",local_news,neutral,facebook.com
NEWS-00352,USR-020,Detroit,MI,2025-11-27,"List: Stores in Michigan open, closed on Thanksgiving Day - ClickOnDetroit | WDIV Local 4","List: Stores in Michigan open, closed on Thanksgiving Day ClickOnDetroit | WDIV Local 4",local_news,neutral,ClickOnDetroit | WDIV Local 4
NEWS-00353,USR-020,Detroit,MI,2026-04-14,7-Eleven Plans Mass Closures: Here’s What It Could Mean For MI Stores - Patch,7-Eleven Plans Mass Closures: Here’s What It Could Mean For MI Stores Patch,construction,negative,Patch
NEWS-00354,USR-020,Detroit,MI,2025-12-15,Metro Detroit’s forgotten favorites: 20 stores we all miss - Detroit Free Press,Metro Detroit’s forgotten favorites: 20 stores we all miss Detroit Free Press,local_news,neutral,Detroit Free Press
NEWS-00355,USR-020,Detroit,MI,2026-04-30,Review: Trader Joe's New Frozen Detroit Style Pepperoni Pizza Does The Motor City Proud,"If you are a child of the '80s, it's highly likely that frozen pizza was a cornerstone of your food rotation. It could be a meal, an afternoon snack, or a late-night one when you're a bit older. Every ...",local_news,neutral,bing.com
NEWS-00356,USR-020,Detroit,MI,2026-05-19,Why Trader Joe’s $8 Detroit-Style Pizza is a Must-Try for Easy Dinners,"When it comes to pizza, my tastes fall across a pretty wide spectrum. As much as I crave a hot and ready slice from my local pizzeria, I still have a soft spot in my heart for almost anything of the ...",local_news,neutral,bing.com
NEWS-00357,USR-020,Detroit,MI,2026-05-21,"Trader Joe’s, Carvana among new Farmington Hills businesses","Trader Joe’s is coming to Farmington Hills, but that’s not all. The city has several new businesses that have recently opened or are about to. Trader Joe’s published a “coming soon” message about a ...",local_news,neutral,bing.com
NEWS-00358,USR-020,Detroit,MI,2026-05-05,Trader Joe's Detroit-style pizza draws strong praise and demand,"Trader Joe's new frozen Detroit-style uncured pepperoni pizza is gaining attention for its thick crust, crispy edges, and flavorful toppings. Reviewers highlight its convenience, thanks to a ...",local_news,neutral,bing.com
NEWS-00359,USR-020,Detroit,MI,2026-04-27,Trader Joe’s New May Lineup Includes Korean Corn Dogs & Detroit-Style Pizza,"Meredith Holser is the Shopping Editor at Brit + Co, covering everything from seasonal fashion trends and the best grocery finds from Trader Joe's to shoes actually worth splurging on and ...",local_news,neutral,bing.com
NEWS-00360,USR-020,Detroit,MI,2026-05-09,Trader Joe's New Detroit-Style Frozen Pizza Gets Rave Reviews from Fans,"Add Yahoo as a preferred source to see more of our stories on Google. Trader Joe’s fans know the thrill of the hunt at the popular supermarket chain, with new products popping up on shelves seemingly ...",local_news,neutral,bing.com
NEWS-00361,USR-021,Portland,OR,2026-06-23,"Walmart plans Hampstead store, adding major retail on U.S. 17 - Wilmington Star-News","Walmart plans Hampstead store, adding major retail on U.S. 17 Wilmington Star-News",local_news,neutral,Wilmington Star-News
NEWS-00362,USR-021,Portland,OR,2026-06-22,Walmart Rebrands Sam’s Club MAP as Sam’s Club Connect in Ad Business Overhaul - Progressive Grocer,Walmart Rebrands Sam’s Club MAP as Sam’s Club Connect in Ad Business Overhaul Progressive Grocer,local_news,neutral,Progressive Grocer
NEWS-00363,USR-021,Portland,OR,2026-06-22,Walmart Plans Withdrawn As Minneola Residents Push For Different Vision For Town Center - South Lake Tablet,Walmart Plans Withdrawn As Minneola Residents Push For Different Vision For Town Center South Lake Tablet,local_news,neutral,South Lake Tablet
NEWS-00364,USR-021,Portland,OR,2026-06-22,"Walmart Aligns Global Ad Business, Rebrands Sam’s Club Connect - Retail TouchPoints","Walmart Aligns Global Ad Business, Rebrands Sam’s Club Connect Retail TouchPoints",local_news,neutral,Retail TouchPoints
NEWS-00365,USR-021,Portland,OR,2026-06-22,"Walmart, Dunkin’ Celebrate 150th In-Store Location In Oakwood, GA - The Shelby Report","Walmart, Dunkin’ Celebrate 150th In-Store Location In Oakwood, GA The Shelby Report",local_news,neutral,The Shelby Report
NEWS-00366,USR-021,Portland,OR,2026-06-22,Walmart Rebrands Sam’s Club Ad Program Amid Wider Advertising Shift - PYMNTS.com,Walmart Rebrands Sam’s Club Ad Program Amid Wider Advertising Shift PYMNTS.com,local_news,neutral,PYMNTS.com
NEWS-00367,USR-021,Portland,OR,2026-06-23,"Grocery stores open in Staunton, Waynesboro on July 4 - The News Leader | Staunton, VA","Grocery stores open in Staunton, Waynesboro on July 4 The News Leader | Staunton, VA",local_news,neutral,"The News Leader | Staunton, VA"
NEWS-00368,USR-021,Portland,OR,2026-06-22,Column: Another Lake County grocery store goes under - Chicago Tribune,Column: Another Lake County grocery store goes under Chicago Tribune,local_news,neutral,Chicago Tribune
NEWS-00369,USR-021,Portland,OR,2026-06-22,The Buzziest New Restaurant Is the Grocery Store - Business Insider,The Buzziest New Restaurant Is the Grocery Store Business Insider,local_news,neutral,Business Insider
NEWS-00370,USR-021,Portland,OR,2026-06-22,A must-try Mexican restaurant inside an Alabama grocery store - AL.com,A must-try Mexican restaurant inside an Alabama grocery store AL.com,local_news,neutral,AL.com
NEWS-00371,USR-021,Portland,OR,2026-06-22,California brings in major change to grocery stores that’ll impact the way everyone shops - New York Post,California brings in major change to grocery stores that’ll impact the way everyone shops New York Post,local_news,neutral,New York Post
NEWS-00372,USR-021,Portland,OR,2026-06-23,Why San Francisco Is Targeting ‘Zombie’ Grocery Stores - Newsweek,Why San Francisco Is Targeting ‘Zombie’ Grocery Stores Newsweek,local_news,neutral,Newsweek
NEWS-00373,USR-021,Portland,OR,2026-06-21,Kickstarter campaign aims to help popular Castro Valley toy store The Prize Booth fight October 2026 closure - ABC7 Bay Area,Kickstarter campaign aims to help popular Castro Valley toy store The Prize Booth fight October 2026 closure ABC7 Bay Area,construction,negative,ABC7 Bay Area
NEWS-00374,USR-021,Portland,OR,2026-06-22,Portland Cascade close out season-opening homestand with third straight sellout - KPTV,Portland Cascade close out season-opening homestand with third straight sellout KPTV,new_competitor,neutral,KPTV
NEWS-00375,USR-021,Portland,OR,2026-06-18,Under Armour to close Oregon office - Retail Dive,Under Armour to close Oregon office Retail Dive,local_news,neutral,Retail Dive
NEWS-00376,USR-021,Portland,OR,2026-06-15,"Outdoor retailer to close 59 stores, including in Oregon, amid bankruptcy - OregonLive.com","Outdoor retailer to close 59 stores, including in Oregon, amid bankruptcy OregonLive.com",local_news,neutral,OregonLive.com
NEWS-00377,USR-021,Portland,OR,2026-06-03,"Apple permanently closing three US stores, here’s when [Updated] - 9to5Mac","Apple permanently closing three US stores, here’s when [Updated] 9to5Mac",local_news,neutral,9to5Mac
NEWS-00378,USR-021,Portland,OR,2026-06-12,Apple closing stores for one clear reason - thestreet.com,Apple closing stores for one clear reason thestreet.com,local_news,neutral,thestreet.com
NEWS-00379,USR-022,Memphis,TN,2025-11-25,Black Friday is approaching and one store wants to relive the old memories - Action News 5,Black Friday is approaching and one store wants to relive the old memories Action News 5,local_news,neutral,Action News 5
NEWS-00380,USR-022,Memphis,TN,2026-04-08,"14 new stores coming to Memphis suburbs, from Target to Warby Parker - The Commercial Appeal","14 new stores coming to Memphis suburbs, from Target to Warby Parker The Commercial Appeal",new_competitor,neutral,The Commercial Appeal
NEWS-00381,USR-022,Memphis,TN,2026-01-28,"Grocery stores re-open after winter storm, but with limited hours - WREG.com","Grocery stores re-open after winter storm, but with limited hours WREG.com",weather,negative,WREG.com
NEWS-00382,USR-022,Memphis,TN,2026-02-05,Major retailer moves forward with new local store - The Business Journals,Major retailer moves forward with new local store The Business Journals,local_news,neutral,The Business Journals
NEWS-00383,USR-022,Memphis,TN,2025-11-27,What stores will price match Amazon? - FOX13 Memphis,What stores will price match Amazon? FOX13 Memphis,local_news,neutral,FOX13 Memphis
NEWS-00384,USR-022,Memphis,TN,2025-09-23,Where to find midnight releases of Taylor Swift’s new album at TN Target stores - WSMV,Where to find midnight releases of Taylor Swift’s new album at TN Target stores WSMV,local_news,neutral,WSMV
NEWS-00385,USR-022,Memphis,TN,2026-06-01,Food sales limited after rats found at Memphis convenience store - Action News 5,Food sales limited after rats found at Memphis convenience store Action News 5,local_news,neutral,Action News 5
NEWS-00386,USR-022,Memphis,TN,2026-03-30,Rare blue crawfish found in flowers at Memphis grocery store - WREG.com,Rare blue crawfish found in flowers at Memphis grocery store WREG.com,local_news,neutral,WREG.com
NEWS-00387,USR-022,Memphis,TN,2026-04-07,"Man shot to death at grocery store in Walker Homes, police say - FOX13 Memphis","Man shot to death at grocery store in Walker Homes, police say FOX13 Memphis",local_news,neutral,FOX13 Memphis
NEWS-00388,USR-022,Memphis,TN,2025-12-18,What grocery stores are open on Christmas in the Memphis area? - The Commercial Appeal,What grocery stores are open on Christmas in the Memphis area? The Commercial Appeal,local_news,neutral,The Commercial Appeal
NEWS-00389,USR-022,Memphis,TN,2026-02-08,The Most Legendary Grocery Stores In The South - Southern Living,The Most Legendary Grocery Stores In The South Southern Living,local_news,neutral,Southern Living
NEWS-00390,USR-022,Memphis,TN,2026-04-07,Man dead after shooting at Memphis grocery store - WREG.com,Man dead after shooting at Memphis grocery store WREG.com,local_news,neutral,WREG.com
NEWS-00391,USR-022,Memphis,TN,2026-02-10,Tennessee's only Ikea — near Memphis — will be closing soon - FOX13 Memphis,Tennessee's only Ikea — near Memphis — will be closing soon FOX13 Memphis,local_news,neutral,FOX13 Memphis
NEWS-00392,USR-022,Memphis,TN,2026-02-10,IKEA announces closure of Memphis store - localmemphis.com,IKEA announces closure of Memphis store localmemphis.com,construction,negative,localmemphis.com
NEWS-00393,USR-022,Memphis,TN,2026-02-11,No more meatballs in Memphis: Lone IKEA store in Tennessee set to close - WTVC,No more meatballs in Memphis: Lone IKEA store in Tennessee set to close WTVC,local_news,neutral,WTVC
NEWS-00394,USR-022,Memphis,TN,2026-02-10,IKEA to close its Memphis location in May; pickup and online services remain open - KATV,IKEA to close its Memphis location in May; pickup and online services remain open KATV,local_news,neutral,KATV
NEWS-00395,USR-022,Memphis,TN,2026-01-29,"Mid-South shoppers face limited food options, early closures - WREG.com","Mid-South shoppers face limited food options, early closures WREG.com",construction,negative,WREG.com
NEWS-00396,USR-022,Memphis,TN,2026-02-11,IKEA Memphis to close. Where to find the next closest store - The Commercial Appeal,IKEA Memphis to close. Where to find the next closest store The Commercial Appeal,local_news,neutral,The Commercial Appeal
NEWS-00397,USR-023,Louisville,KY,2025-11-25,Kroger stores in Louisville region closing early for Thanksgiving - WLKY,Kroger stores in Louisville region closing early for Thanksgiving WLKY,local_news,neutral,WLKY
NEWS-00398,USR-023,Louisville,KY,2026-06-05,Kroger agrees to $2.5M DOJ settlement over Clean Air Act emissions allegations - WDRB,Kroger agrees to $2.5M DOJ settlement over Clean Air Act emissions allegations WDRB,local_news,neutral,WDRB
NEWS-00399,USR-023,Louisville,KY,2026-01-26,"Are stores open in Louisville? Details from Kroger, Walmart, Meijer, CVS - The Courier-Journal","Are stores open in Louisville? Details from Kroger, Walmart, Meijer, CVS The Courier-Journal",local_news,neutral,The Courier-Journal
NEWS-00400,USR-023,Louisville,KY,2025-10-07,Pardon the Disruption: Has Kroger found its store of the future? - Grocery Dive,Pardon the Disruption: Has Kroger found its store of the future? Grocery Dive,local_news,neutral,Grocery Dive
NEWS-00401,USR-023,Louisville,KY,2026-04-23,Kroger invests $1M in Middletown liquor store - The Business Journals,Kroger invests $1M in Middletown liquor store The Business Journals,local_news,neutral,The Business Journals
NEWS-00402,USR-023,Louisville,KY,2025-12-02,Several Louisville area Kroger stores participating in holiday food drive - WAVE News,Several Louisville area Kroger stores participating in holiday food drive WAVE News,local_news,neutral,WAVE News
NEWS-00403,USR-023,Louisville,KY,2026-06-20,ValuMarket sets final public shopping days before closing Highlands store - WDRB,ValuMarket sets final public shopping days before closing Highlands store WDRB,local_news,neutral,WDRB
NEWS-00404,USR-023,Louisville,KY,2026-05-14,"Kentuckians turn to thrift stores amid high gas prices, groceries - Spectrum News","Kentuckians turn to thrift stores amid high gas prices, groceries Spectrum News",local_news,neutral,Spectrum News
NEWS-00405,USR-023,Louisville,KY,2026-05-28,Publix expands across Kentucky with new grocery store plans: A look at locations - Lexington Herald Leader,Publix expands across Kentucky with new grocery store plans: A look at locations Lexington Herald Leader,local_news,neutral,Lexington Herald Leader
NEWS-00406,USR-023,Louisville,KY,2026-05-25,Memorial Day grocery shoppers find deals amid higher food costs - WAVE News,Memorial Day grocery shoppers find deals amid higher food costs WAVE News,local_news,neutral,WAVE News
NEWS-00407,USR-023,Louisville,KY,2025-12-26,Are retail and grocery stores open on New Year's Day 2026? What to know - The Courier-Journal,Are retail and grocery stores open on New Year's Day 2026? What to know The Courier-Journal,local_news,neutral,The Courier-Journal
NEWS-00408,USR-023,Louisville,KY,2025-12-24,Last minute shopping? Here are the Christmas Eve hours for Louisville area stores - WLKY,Last minute shopping? Here are the Christmas Eve hours for Louisville area stores WLKY,local_news,neutral,WLKY
NEWS-00409,USR-023,Louisville,KY,2026-06-09,Electric Ladyland announces closure after nearly 50 years on Bardstown Road - WDRB,Electric Ladyland announces closure after nearly 50 years on Bardstown Road WDRB,construction,negative,WDRB
NEWS-00410,USR-023,Louisville,KY,2026-01-01,"Happy New Year! What's open, closed in Louisville? Details for stores, restaurants, more - The Courier-Journal","Happy New Year! What's open, closed in Louisville? Details for stores, restaurants, more The Courier-Journal",local_news,neutral,The Courier-Journal
NEWS-00411,USR-023,Louisville,KY,2026-05-06,Burlington opens third Louisville store in former Joann Fabrics space - The Business Journals,Burlington opens third Louisville store in former Joann Fabrics space The Business Journals,local_news,neutral,The Business Journals
NEWS-00412,USR-023,Louisville,KY,2026-01-19,LIST | These GameStop stores in Kentucky and Indiana are closing in 2026 - WHAS11,LIST | These GameStop stores in Kentucky and Indiana are closing in 2026 WHAS11,local_news,neutral,WHAS11
NEWS-00413,USR-023,Louisville,KY,2025-12-24,"Store closing in west Louisville raises concerns about food access, shopping options | Business - WDRB","Store closing in west Louisville raises concerns about food access, shopping options | Business WDRB",local_news,neutral,WDRB
NEWS-00414,USR-024,Baltimore,MD,2026-04-17,Iconic Store Closings + Costco Recall + Coffee Chain's New Site: MD Business - Patch,Iconic Store Closings + Costco Recall + Coffee Chain's New Site: MD Business Patch,local_news,neutral,Patch
NEWS-00415,USR-024,Baltimore,MD,2026-03-02,MCB Real Estate Secures Costco Wholesale as First Anchor at Viva White Oak - citybiz,MCB Real Estate Secures Costco Wholesale as First Anchor at Viva White Oak citybiz,local_news,neutral,citybiz
NEWS-00416,USR-024,Baltimore,MD,2026-03-17,Check your fridge! Costco recalls contaminated meatloaf sold at DMV stores - WBFF,Check your fridge! Costco recalls contaminated meatloaf sold at DMV stores WBFF,local_news,neutral,WBFF
NEWS-00417,USR-024,Baltimore,MD,2025-09-22,Costco Ahi Tuna Wasabi Poke Recall Includes Maryland Stores - Arundel News Network,Costco Ahi Tuna Wasabi Poke Recall Includes Maryland Stores Arundel News Network,local_news,neutral,Arundel News Network
NEWS-00418,USR-024,Baltimore,MD,2026-03-16,New retail strip to rise in front of Publix-anchored Westpark Shopping Center in Henrico - Richmond BizSense,New retail strip to rise in front of Publix-anchored Westpark Shopping Center in Henrico Richmond BizSense,local_news,neutral,Richmond BizSense
NEWS-00419,USR-024,Baltimore,MD,2026-04-14,National grocery chain to open second Baltimore County store - The Business Journals,National grocery chain to open second Baltimore County store The Business Journals,local_news,neutral,The Business Journals
NEWS-00420,USR-024,Baltimore,MD,2026-06-01,Prince George’s County Opens Free Grocery Store Inside Library - Maryland Association of Counties,Prince George’s County Opens Free Grocery Store Inside Library Maryland Association of Counties,local_news,neutral,Maryland Association of Counties
NEWS-00421,USR-024,Baltimore,MD,2026-02-20,Aisle be damned: Rating Baltimore grocery stores on vibes and produce - thebanner.com,Aisle be damned: Rating Baltimore grocery stores on vibes and produce thebanner.com,local_news,neutral,thebanner.com
NEWS-00422,USR-024,Baltimore,MD,2026-03-18,Lidl will replace Streets Market as the grocery store anchor for Yard 56 in East Baltimore - Baltimore Fishbowl,Lidl will replace Streets Market as the grocery store anchor for Yard 56 in East Baltimore Baltimore Fishbowl,local_news,neutral,Baltimore Fishbowl
NEWS-00423,USR-024,Baltimore,MD,2025-11-04,"'It would be a drastic impact': Northeast Baltimore grocery store to close in early 2026, CEO says - WBAL-TV","'It would be a drastic impact': Northeast Baltimore grocery store to close in early 2026, CEO says WBAL-TV",local_news,neutral,WBAL-TV
NEWS-00424,USR-024,Baltimore,MD,2026-03-04,Beer and wine sales in grocery stores appear stalled for this year - Maryland Matters,Beer and wine sales in grocery stores appear stalled for this year Maryland Matters,local_news,neutral,Maryland Matters
NEWS-00425,USR-024,Baltimore,MD,2026-04-28,Maryland becomes first state to ban dynamic pricing in grocery stores - WYPR,Maryland becomes first state to ban dynamic pricing in grocery stores WYPR,local_news,neutral,WYPR
NEWS-00426,USR-024,Baltimore,MD,2026-06-18,"Decades-old Maryland mall closing ""all of a sudden"" store owners say - CBS News","Decades-old Maryland mall closing ""all of a sudden"" store owners say CBS News",local_news,neutral,CBS News
NEWS-00427,USR-024,Baltimore,MD,2026-06-18,West Marine Closing Four Maryland Stores Amid Nationwide Restructuring - The BayNet,West Marine Closing Four Maryland Stores Amid Nationwide Restructuring The BayNet,local_news,neutral,The BayNet
NEWS-00428,USR-024,Baltimore,MD,2026-06-18,Boating store West Marine to close 4 Maryland locations - Baltimore Sun,Boating store West Marine to close 4 Maryland locations Baltimore Sun,local_news,neutral,Baltimore Sun
NEWS-00429,USR-024,Baltimore,MD,2026-04-09,Towson Town Center Apple Store closing due to 'declining conditions' - WMAR 2 News Baltimore,Towson Town Center Apple Store closing due to 'declining conditions' WMAR 2 News Baltimore,local_news,neutral,WMAR 2 News Baltimore
NEWS-00430,USR-024,Baltimore,MD,2026-04-10,Towson Town Center faces uncertainty as Apple Store prepares to leave - WBFF,Towson Town Center faces uncertainty as Apple Store prepares to leave WBFF,local_news,neutral,WBFF
NEWS-00431,USR-024,Baltimore,MD,2026-05-28,Apple cuts bait on Baltimore County and workers pay the price - AFRO American Newspapers,Apple cuts bait on Baltimore County and workers pay the price AFRO American Newspapers,local_news,neutral,AFRO American Newspapers
NEWS-00432,USR-025,Milwaukee,WI,2025-12-22,Christmas Eve grocery store hours around Milwaukee - WISN,Christmas Eve grocery store hours around Milwaukee WISN,local_news,neutral,WISN
NEWS-00433,USR-025,Milwaukee,WI,2026-06-03,Grocery Poll: Is self-checkout good for Wisconsin shoppers? Let us know - Milwaukee Journal Sentinel,Grocery Poll: Is self-checkout good for Wisconsin shoppers? Let us know Milwaukee Journal Sentinel,local_news,neutral,Milwaukee Journal Sentinel
NEWS-00434,USR-025,Milwaukee,WI,2026-04-20,'It's bad out here': Milwaukee residents lean on food pantries as grocery stores close - Spectrum News,'It's bad out here': Milwaukee residents lean on food pantries as grocery stores close Spectrum News,local_news,neutral,Spectrum News
NEWS-00435,USR-025,Milwaukee,WI,2026-03-30,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In WI - Patch,Easter 2026 Grocery And Retail Hours: What’s Open And Closed In WI Patch,local_news,neutral,Patch
NEWS-00436,USR-025,Milwaukee,WI,2026-06-04,How rising costs sank a Wauwatosa housing project — and led to a grocery store - The Business Journals,How rising costs sank a Wauwatosa housing project — and led to a grocery store The Business Journals,local_news,neutral,The Business Journals
NEWS-00437,USR-025,Milwaukee,WI,2026-01-20,"Milwaukee grocery store closures impact vulnerable, nonprofit says - FOX6 News Milwaukee","Milwaukee grocery store closures impact vulnerable, nonprofit says FOX6 News Milwaukee",construction,negative,FOX6 News Milwaukee
NEWS-00438,USR-025,Milwaukee,WI,2026-02-23,Grocery stores are leaving Milwaukee at an alarming rate. Here's what we know - Milwaukee Journal Sentinel,Grocery stores are leaving Milwaukee at an alarming rate. Here's what we know Milwaukee Journal Sentinel,local_news,neutral,Milwaukee Journal Sentinel
NEWS-00439,USR-025,Milwaukee,WI,2026-03-11,"As Milwaukee grocery stores close, community steps in to fill void - Milwaukee Neighborhood News Service","As Milwaukee grocery stores close, community steps in to fill void Milwaukee Neighborhood News Service",local_news,neutral,Milwaukee Neighborhood News Service
NEWS-00440,USR-025,Milwaukee,WI,2026-05-05,Walgreens is shutting down this Milwaukee store due to 'safety challenges' - WISN,Walgreens is shutting down this Milwaukee store due to 'safety challenges' WISN,local_news,neutral,WISN
NEWS-00441,USR-025,Milwaukee,WI,2026-02-06,"Milwaukee aldermen want city to take action to attract and retain grocery stores, pharmacies - BizTimes - Milwaukee Business News","Milwaukee aldermen want city to take action to attract and retain grocery stores, pharmacies BizTimes - Milwaukee Business News",local_news,neutral,BizTimes - Milwaukee Business News
