sku_id,store_id,category,product_name,description,attributes,brand_type,in_stock,price_tier,unit_price,pack_size,aisle_zone,facings,weekly_units_sold,margin_pct,upc,vendor
SKU-USR-024-007,USR-024,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,11.66,12 oz,Aisle 23–25 — Freezer Bank,6,35,0.243,822322339452,National Brands Co
SKU-USR-024-008,USR-024,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,75.25,2 lb,Produce Section — Front Perimeter,4,14,0.272,530616184820,National Brands Co
SKU-USR-024-009,USR-024,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,62.16,10 oz,Aisle 18–22 — HBC,3,24,0.124,922333567794,Global Consumer Goods
SKU-USR-024-010,USR-024,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,21.0,32 oz,Aisle 23–25 — Freezer Bank,7,16,0.103,655396479191,Global Consumer Goods
SKU-USR-024-011,USR-024,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",regional,True,premium,46.74,32 oz,Aisle 4–12 — Center Store,3,17,0.224,850384143876,Regional Foods LLC
SKU-USR-024-012,USR-024,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",regional,True,premium,45.62,4-pack,Aisle 1 — Cooler Wall,2,17,0.087,616629386958,Regional Foods LLC
SKU-USR-024-013,USR-024,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,8.43,12 oz,Aisle 14 — Impulse / Endcap,3,39,0.126,289143130217,Costco DC
SKU-USR-024-014,USR-024,Grocery,Kirkland Signature Olive Oil 2L,Extra virgin — pantry staple in club size.,"private_label,premium",private_label,True,premium,81.01,32 oz,Aisle 4–12 — Center Store,4,21,0.328,292311278703,Costco DC
SKU-USR-024-015,USR-024,Fresh Produce,Rotisserie Chicken,Fresh prepared protein — member favorite.,value,national,True,value,12.88,1 lb,Produce Section — Front Perimeter,7,53,0.232,414202220401,National Brands Co
SKU-USR-024-016,USR-024,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,85.39,2 lb,Aisle 4–12 — Center Store,3,20,0.119,730808522162,Global Consumer Goods
SKU-USR-024-017,USR-024,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,5.96,24 ct,Aisle 23–25 — Freezer Bank,7,48,0.258,652555927406,National Brands Co
SKU-USR-024-018,USR-024,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,11.23,24 ct,Produce Section — Front Perimeter,4,47,0.13,703688544207,Global Consumer Goods
SKU-USR-024-019,USR-024,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,63.48,10 oz,Aisle 2–3 — Cooler & Shelf,3,22,0.262,379718167047,Global Consumer Goods
SKU-USR-024-020,USR-024,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,89.91,8 oz,Aisle 1 — Cooler Wall,5,18,0.097,596489228588,Global Consumer Goods
SKU-USR-025-001,USR-025,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,regional,True,value,8.4,2-liter,Aisle 14 — Impulse / Endcap,3,43,0.234,361400230006,Global Consumer Goods
SKU-USR-025-002,USR-025,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,89.74,2 lb,Aisle 18–22 — HBC,1,22,0.179,855901622917,Global Consumer Goods
SKU-USR-025-003,USR-025,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,10.62,1 lb,Aisle 15–17 — Household,1,40,0.12,951784935449,Regional Foods LLC
SKU-USR-025-004,USR-025,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,7.8,1 gallon,Produce Section — Front Perimeter,1,41,0.126,167149161572,National Brands Co
SKU-USR-025-005,USR-025,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,44.8,32 oz,Aisle 4–12 — Center Store,3,19,0.147,484632959959,Regional Foods LLC
SKU-USR-025-006,USR-025,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,regional,True,value,1.5,24 ct,Aisle 23–25 — Freezer Bank,1,41,0.117,952247221667,National Brands Co
SKU-USR-025-007,USR-025,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,36.21,2 lb,Aisle 14 — Impulse / Endcap,1,21,0.089,297842520124,Global Consumer Goods
SKU-USR-025-008,USR-025,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,8.09,16 oz,Aisle 4–12 — Center Store,1,39,0.086,107769554449,Global Consumer Goods
SKU-USR-025-009,USR-025,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",regional,True,premium,48.48,6-pack,Aisle 1 — Cooler Wall,5,25,0.207,799156428936,Global Consumer Goods
SKU-USR-025-010,USR-025,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,67.82,8 oz,Aisle 1 — Cooler Wall,2,11,0.082,126048521803,National Brands Co
SKU-USR-025-011,USR-025,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,16.62,2 lb,Aisle 15–17 — Household,2,19,0.255,531120437613,Global Consumer Goods
SKU-USR-025-012,USR-025,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,national,True,value,4.56,16 oz,Aisle 1 — Cooler Wall,2,51,0.25,988245263158,Global Consumer Goods
SKU-USR-025-013,USR-025,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,9.61,24 ct,Aisle 14 — Impulse / Endcap,2,53,0.137,259909395697,Albertsons DC
SKU-USR-025-014,USR-025,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,9.37,4-pack,Produce Section — Front Perimeter,2,18,0.098,653319444047,Regional Foods LLC
SKU-USR-025-015,USR-025,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,26.04,4-pack,Aisle 2–3 — Cooler & Shelf,3,10,0.27,881769396635,National Brands Co
SKU-USR-025-016,USR-025,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,17.04,10 oz,Aisle 23–25 — Freezer Bank,3,18,0.168,542553911091,Global Consumer Goods
SKU-USR-026-001,USR-026,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,79.02,8 oz,Aisle 14 — Impulse / Endcap,1,13,0.144,282640982155,Regional Foods LLC
SKU-USR-026-002,USR-026,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",regional,True,premium,87.07,32 oz,Aisle 15–17 — Household,5,18,0.181,922078481829,Regional Foods LLC
SKU-USR-026-003,USR-026,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,4.43,1 gallon,Aisle 23–25 — Freezer Bank,2,47,0.246,196280686902,Global Consumer Goods
SKU-USR-026-004,USR-026,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,9.18,2-liter,Aisle 14 — Impulse / Endcap,2,29,0.219,816222468153,National Brands Co
SKU-USR-026-005,USR-026,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,54.21,10 oz,Aisle 1 — Cooler Wall,5,23,0.08,708359769236,National Brands Co
SKU-USR-026-006,USR-026,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,56.11,8 oz,Aisle 18–22 — HBC,3,21,0.276,343204315428,Global Consumer Goods
SKU-USR-026-007,USR-026,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,True,value,6.46,16 oz,Aisle 18–22 — HBC,1,56,0.104,313314644998,National Brands Co
SKU-USR-026-008,USR-026,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,9.78,24 ct,Produce Section — Front Perimeter,3,52,0.125,835717616391,Regional Foods LLC
SKU-USR-026-009,USR-026,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,58.27,6-pack,Aisle 2–3 — Cooler & Shelf,3,18,0.241,287622831053,Regional Foods LLC
SKU-USR-026-010,USR-026,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,56.92,4-pack,Aisle 18–22 — HBC,3,17,0.176,864041303123,Global Consumer Goods
SKU-USR-026-011,USR-026,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,60.05,8 oz,Aisle 1 — Cooler Wall,3,19,0.279,349794362097,National Brands Co
SKU-USR-026-012,USR-026,Beverages,Cold Brew Coffee Concentrate,Ready-to-drink cold brew — premium arabica beans.,premium,national,True,premium,34.51,6-pack,Aisle 2–3 — Cooler & Shelf,4,18,0.19,650239303051,National Brands Co
SKU-USR-026-013,USR-026,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,38.11,32 oz,Aisle 4–12 — Center Store,1,12,0.121,932493867984,Regional Foods LLC
SKU-USR-026-014,USR-026,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,regional,True,value,7.32,2-liter,Aisle 23–25 — Freezer Bank,4,34,0.211,752872638307,Global Consumer Goods
SKU-USR-026-015,USR-026,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,regional,True,value,9.32,24 ct,Aisle 15–17 — Household,2,45,0.228,134632794998,Regional Foods LLC
SKU-USR-026-016,USR-026,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,73.4,32 oz,Aisle 4–12 — Center Store,4,26,0.196,748929778407,National Brands Co
SKU-USR-026-017,USR-026,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,12.1,1 gallon,Aisle 15–17 — Household,5,50,0.146,261083380529,Publix DC
SKU-USR-027-001,USR-027,Grocery,Value White Bread,Soft sandwich bread — family pack at everyday low price.,value,national,True,value,5.55,24 ct,Aisle 4–12 — Center Store,1,47,0.182,687628659685,National Brands Co
SKU-USR-027-002,USR-027,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,11.59,2 lb,Aisle 1 — Cooler Wall,5,20,0.249,898027902028,National Brands Co
SKU-USR-027-003,USR-027,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,11.67,2-liter,Aisle 15–17 — Household,3,49,0.232,137608587576,Whole Foods DC
SKU-USR-027-004,USR-027,Fresh Produce,Wild-Caught Sockeye Salmon Fillet,Sustainable seafood — seafood counter.,"organic,premium",national,True,premium,54.84,10 oz,Produce Section — Front Perimeter,2,22,0.245,908121332169,National Brands Co
SKU-USR-027-005,USR-027,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,2.63,2-liter,Aisle 15–17 — Household,5,54,0.261,804234646366,National Brands Co
SKU-USR-027-006,USR-027,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,88.49,10 oz,Aisle 2–3 — Cooler & Shelf,1,20,0.097,144979932649,National Brands Co
SKU-USR-027-007,USR-027,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,False,premium,85.39,32 oz,Aisle 18–22 — HBC,1,25,0.178,323213566925,National Brands Co
SKU-USR-027-008,USR-027,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,True,value,8.28,24 ct,Aisle 2–3 — Cooler & Shelf,3,47,0.131,641766700659,Global Consumer Goods
SKU-USR-027-009,USR-027,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,regional,True,premium,34.99,4-pack,Aisle 18–22 — HBC,1,11,0.124,538442874364,Global Consumer Goods
SKU-USR-027-010,USR-027,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",national,True,premium,60.94,32 oz,Aisle 15–17 — Household,3,18,0.214,481422266242,National Brands Co
SKU-USR-027-011,USR-027,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,4.81,1 lb,Aisle 23–25 — Freezer Bank,5,42,0.195,581388745568,National Brands Co
SKU-USR-027-012,USR-027,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,4.27,1 gallon,Aisle 23–25 — Freezer Bank,4,51,0.273,124109994294,National Brands Co
SKU-USR-027-013,USR-027,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",national,True,premium,86.29,32 oz,Aisle 1 — Cooler Wall,3,20,0.164,463886435581,National Brands Co
SKU-USR-027-014,USR-027,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,10.93,24 ct,Aisle 14 — Impulse / Endcap,5,41,0.132,600539217906,Regional Foods LLC
SKU-USR-027-015,USR-027,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,15.42,6-pack,Produce Section — Front Perimeter,3,18,0.095,548387412329,National Brands Co
SKU-USR-027-016,USR-027,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,regional,True,premium,27.66,32 oz,Aisle 14 — Impulse / Endcap,1,13,0.146,761888188685,National Brands Co
SKU-USR-028-001,USR-028,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,regional,True,premium,18.28,6-pack,Aisle 23–25 — Freezer Bank,5,16,0.169,174760172749,Global Consumer Goods
SKU-USR-028-002,USR-028,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,10.27,1 gallon,Aisle 14 — Impulse / Endcap,1,43,0.264,307434283449,National Brands Co
SKU-USR-028-003,USR-028,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,5.2,1 gallon,Aisle 15–17 — Household,5,51,0.162,689930694044,CVS DC
SKU-USR-028-004,USR-028,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",national,True,premium,68.34,4-pack,Aisle 4–12 — Center Store,3,19,0.102,210683439984,Regional Foods LLC
SKU-USR-028-005,USR-028,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,national,True,value,8.96,1 lb,Aisle 18–22 — HBC,2,42,0.142,265985261948,Regional Foods LLC
SKU-USR-028-006,USR-028,Health & Beauty,Beauty 360 Facial Tissues,Soft tissues — health & wellness aisle.,"private_label,value",private_label,True,value,10.91,24 ct,Aisle 18–22 — HBC,2,40,0.303,100350101158,CVS DC
SKU-USR-028-007,USR-028,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,regional,True,premium,11.13,6-pack,Aisle 14 — Impulse / Endcap,2,23,0.195,309988949755,National Brands Co
SKU-USR-028-008,USR-028,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,84.19,4-pack,Aisle 18–22 — HBC,3,24,0.131,499926246981,National Brands Co
SKU-USR-028-009,USR-028,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",regional,True,premium,18.64,6-pack,Aisle 15–17 — Household,4,21,0.158,951145119060,Global Consumer Goods
SKU-USR-028-010,USR-028,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,74.33,4-pack,Aisle 2–3 — Cooler & Shelf,1,17,0.16,247344859409,Global Consumer Goods
SKU-USR-028-011,USR-028,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,6.56,1 lb,Aisle 14 — Impulse / Endcap,4,43,0.384,276777618846,CVS DC
SKU-USR-028-012,USR-028,Health & Beauty,CVS Health Ibuprofen 200mg,Private-label pain relief — front-store anchor.,"private_label,value",private_label,True,value,11.33,1 gallon,Aisle 18–22 — HBC,1,36,0.175,924614120124,CVS DC
SKU-USR-028-013,USR-028,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,59.04,10 oz,Produce Section — Front Perimeter,3,17,0.259,700690907420,National Brands Co
SKU-USR-028-014,USR-028,Fresh Produce,Bananas per lb,Everyday fruit staple — ripen at home.,value,national,True,value,11.73,2-liter,Produce Section — Front Perimeter,5,46,0.119,436839464833,Regional Foods LLC
SKU-USR-028-015,USR-028,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,44.46,8 oz,Produce Section — Front Perimeter,4,15,0.13,719193862497,Regional Foods LLC
SKU-USR-028-016,USR-028,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,4.72,2-liter,Aisle 23–25 — Freezer Bank,1,41,0.155,660717144948,Regional Foods LLC
SKU-USR-028-017,USR-028,Snacks,Gold Emblem Abound Protein Bar,Private-label snack — checkout lane.,"private_label,premium",private_label,True,premium,78.49,8 oz,Aisle 14 — Impulse / Endcap,5,18,0.288,989375269654,CVS DC
SKU-USR-028-018,USR-028,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,79.95,10 oz,Aisle 18–22 — HBC,1,19,0.181,458340396645,Global Consumer Goods
SKU-USR-029-001,USR-029,Household,Paper Towels 8-Roll Pack,Absorbent sheets — store brand savings.,"private_label,value",private_label,True,value,1.69,1 lb,Aisle 15–17 — Household,3,57,0.126,884822351623,Walgreens DC
SKU-USR-029-002,USR-029,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,11.26,1 lb,Aisle 14 — Impulse / Endcap,1,43,0.269,264982108313,Global Consumer Goods
SKU-USR-029-003,USR-029,Health & Beauty,Sensitive Skin Moisturizer,Dermatologist tested — fragrance free daily lotion.,premium,national,True,premium,45.96,4-pack,Aisle 18–22 — HBC,3,18,0.18,472563700314,Global Consumer Goods
SKU-USR-029-004,USR-029,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,12.65,1 gallon,Aisle 14 — Impulse / Endcap,4,43,0.246,417537792543,Walgreens DC
SKU-USR-029-005,USR-029,Health & Beauty,Value Shampoo Family Size,Everyday clean formula — large bottle value pack.,value,regional,True,value,10.02,1 lb,Aisle 18–22 — HBC,4,40,0.186,708033730850,Global Consumer Goods
SKU-USR-029-006,USR-029,Health & Beauty,Walgreens Brand Allergy Relief 24ct,Seasonal OTC — private label margin driver.,"private_label,value",private_label,True,value,4.08,2-liter,Aisle 18–22 — HBC,5,46,0.175,374620984931,Walgreens DC
SKU-USR-029-007,USR-029,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,38.22,2 lb,Aisle 4–12 — Center Store,4,27,0.21,157612213349,National Brands Co
SKU-USR-029-008,USR-029,Household,Concentrated Laundry Detergent,HE compatible — 64 load bottle.,value,national,True,value,8.26,2-liter,Aisle 15–17 — Household,1,42,0.113,111640975843,National Brands Co
SKU-USR-029-009,USR-029,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,73.45,6-pack,Aisle 2–3 — Cooler & Shelf,2,17,0.276,429611579904,Regional Foods LLC
SKU-USR-029-010,USR-029,Beverages,Nice! Purified Water 24-Pack,Private-label beverage multipack.,"private_label,value",private_label,True,value,12.56,24 ct,Aisle 2–3 — Cooler & Shelf,2,52,0.325,246728832073,Walgreens DC
SKU-USR-029-011,USR-029,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",national,True,premium,9.89,10 oz,Produce Section — Front Perimeter,3,30,0.187,514838325157,Regional Foods LLC
SKU-USR-029-012,USR-029,Grocery,Organic Whole Grain Bread,Artisan loaf baked daily with organic whole wheat flour.,"organic,premium",regional,True,premium,22.56,6-pack,Aisle 4–12 — Center Store,2,25,0.084,945554980200,Regional Foods LLC
SKU-USR-029-013,USR-029,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,67.79,10 oz,Aisle 23–25 — Freezer Bank,4,20,0.092,917938274716,National Brands Co
SKU-USR-029-014,USR-029,Household,Photo Print 4x6 50-Pack,Photo service SKU — services attachment.,value,national,False,value,11.23,16 oz,Aisle 15–17 — Household,1,51,0.201,860868236927,Regional Foods LLC
SKU-USR-029-015,USR-029,Household,Eco-Friendly Surface Cleaner,Plant-based spray — safe for kitchen counters.,"organic,premium",regional,True,premium,16.68,2 lb,Aisle 15–17 — Household,2,15,0.237,181616407140,Global Consumer Goods
SKU-USR-029-016,USR-029,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,False,premium,88.54,32 oz,Aisle 14 — Impulse / Endcap,3,20,0.123,786729391957,National Brands Co
SKU-USR-029-017,USR-029,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,24.96,6-pack,Aisle 1 — Cooler Wall,1,9,0.124,544715673498,Regional Foods LLC
SKU-USR-029-018,USR-029,Frozen,Family Pizza Night 3-Pack,"Frozen pizzas — cheese, pepperoni, veggie variety.",value,national,True,value,7.5,16 oz,Aisle 23–25 — Freezer Bank,3,35,0.189,444174162568,Global Consumer Goods
SKU-USR-029-019,USR-029,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,regional,True,value,8.04,16 oz,Aisle 2–3 — Cooler & Shelf,4,53,0.147,539081571970,National Brands Co
SKU-USR-029-020,USR-029,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,9.64,1 gallon,Aisle 23–25 — Freezer Bank,1,49,0.143,457752823203,Global Consumer Goods
SKU-USR-030-001,USR-030,Health & Beauty,Organic Lip Balm 3-Pack,Beeswax and coconut oil — USDA organic.,"organic,premium",national,True,premium,13.42,2 lb,Aisle 18–22 — HBC,1,12,0.252,298169311034,Regional Foods LLC
SKU-USR-030-002,USR-030,Snacks,Store Brand Tortilla Chips,Restaurant style chips — great for parties.,"private_label,value",private_label,True,value,6.19,16 oz,Aisle 14 — Impulse / Endcap,3,51,0.2,204181688691,Home Depot DC
SKU-USR-030-003,USR-030,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",regional,True,premium,57.3,8 oz,Aisle 1 — Cooler Wall,2,18,0.098,991044810785,National Brands Co
SKU-USR-030-004,USR-030,Snacks,Protein Trail Mix Grab & Go,"Almonds, cashews, dried cranberries — 10g protein per serving.",premium,national,True,premium,83.16,6-pack,Aisle 14 — Impulse / Endcap,4,25,0.223,297889204705,Regional Foods LLC
SKU-USR-030-005,USR-030,Frozen,Premium Ice Cream Pint,Super-premium butterfat — limited edition flavor.,premium,national,True,premium,12.08,32 oz,Aisle 23–25 — Freezer Bank,4,20,0.127,890715727893,Regional Foods LLC
SKU-USR-030-006,USR-030,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",national,True,premium,9.08,4-pack,Aisle 1 — Cooler Wall,5,12,0.261,972268975799,Global Consumer Goods
SKU-USR-030-007,USR-030,Snacks,Classic Potato Chips Family Size,Crispy kettle chips — original sea salt flavor.,value,national,True,value,6.05,2-liter,Aisle 14 — Impulse / Endcap,3,42,0.252,682283763240,Global Consumer Goods
SKU-USR-030-008,USR-030,Beverages,Sparkling Water 12-Pack,Zero calorie flavored seltzer — variety pack.,premium,national,True,premium,18.06,32 oz,Aisle 2–3 — Cooler & Shelf,5,14,0.268,610450361808,Global Consumer Goods
SKU-USR-030-009,USR-030,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,True,value,9.98,2-liter,Aisle 2–3 — Cooler & Shelf,3,48,0.117,869307386090,Global Consumer Goods
SKU-USR-030-010,USR-030,Fresh Produce,Local Seasonal Berry Mix,Farm partnership program — peak season berries.,"seasonal,premium",regional,True,premium,50.67,6-pack,Produce Section — Front Perimeter,1,8,0.138,848309414244,Regional Foods LLC
SKU-USR-030-011,USR-030,Household,Ridgid 18V Drill/Driver Kit,Power tools — pro and DIY segment.,premium,national,True,premium,36.85,6-pack,Aisle 15–17 — Household,3,23,0.217,959154177170,Regional Foods LLC
SKU-USR-030-012,USR-030,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,87.71,10 oz,Aisle 4–12 — Center Store,1,22,0.204,766754559538,Regional Foods LLC
SKU-USR-030-013,USR-030,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,57.82,4-pack,Produce Section — Front Perimeter,1,17,0.141,746962178669,National Brands Co
SKU-USR-031-001,USR-031,Dairy,Plant-Based Oat Milk,Barista blend oat milk — dairy-free alternative.,"premium,plant_based",regional,True,premium,74.41,8 oz,Aisle 1 — Cooler Wall,3,21,0.232,673304996115,Regional Foods LLC
SKU-USR-031-002,USR-031,Dairy,Farm Fresh 2% Milk Gallon,Locally sourced milk — vitamin D fortified.,value,regional,True,value,10.95,1 gallon,Aisle 1 — Cooler Wall,4,38,0.201,155830311794,Regional Foods LLC
SKU-USR-031-003,USR-031,Frozen,Frozen Vegetable Stir-Fry Blend,"Broccoli, peppers, snap peas — steam in bag.",value,national,True,value,8.35,2-liter,Aisle 23–25 — Freezer Bank,2,53,0.181,686755685680,Global Consumer Goods
SKU-USR-031-004,USR-031,Beverages,Cola 2-Liter Bottle,Classic cola — promotional multipack available.,value,national,True,value,4.33,24 ct,Aisle 2–3 — Cooler & Shelf,3,40,0.133,875800710689,National Brands Co
SKU-USR-031-005,USR-031,Fresh Produce,Organic Baby Spinach 5oz,Triple washed organic greens — salad ready.,"organic,premium",national,True,premium,31.49,10 oz,Produce Section — Front Perimeter,1,16,0.114,851506891713,Global Consumer Goods
SKU-USR-031-006,USR-031,Grocery,Gluten-Free Multigrain Loaf,Certified gluten-free bread with seeds and ancient grains.,"gluten_free,premium",national,True,premium,51.35,8 oz,Aisle 4–12 — Center Store,4,14,0.202,672609843029,Global Consumer Goods
SKU-USR-031-007,USR-031,Dairy,Organic Greek Yogurt 4-Pack,"Thick strained yogurt, live cultures, no artificial sweeteners.","organic,premium",regional,True,premium,22.29,8 oz,Aisle 1 — Cooler Wall,2,16,0.215,245222444056,Global Consumer Goods
