store_id,week_end_date,labor_hours,shrink_pct,oos_rate,fulfillment_rate,customer_complaints,ops_row_id,embedding_model,embedding_dim
USR-031,2025-09-14,1888.4,0.0231,0.0598,0.946,1,USR-031_2025-09-14,text-embedding-3-large,3072
USR-031,2025-09-21,1849.3,0.0247,0.0548,0.899,1,USR-031_2025-09-21,text-embedding-3-large,3072
USR-031,2025-09-28,1746.3,0.0215,0.0744,0.899,0,USR-031_2025-09-28,text-embedding-3-large,3072
USR-031,2025-10-05,1599.1,0.0291,0.0632,0.973,1,USR-031_2025-10-05,text-embedding-3-large,3072
USR-031,2025-10-12,1703.8,0.0273,0.0544,0.905,1,USR-031_2025-10-12,text-embedding-3-large,3072
USR-031,2025-10-19,1691.6,0.024,0.0596,0.932,2,USR-031_2025-10-19,text-embedding-3-large,3072
USR-031,2025-10-26,1758.0,0.0218,0.0698,0.981,1,USR-031_2025-10-26,text-embedding-3-large,3072
USR-031,2025-11-02,1829.4,0.0185,0.0855,0.945,2,USR-031_2025-11-02,text-embedding-3-large,3072
USR-031,2025-11-09,1577.2,0.0277,0.0716,0.888,0,USR-031_2025-11-09,text-embedding-3-large,3072
USR-031,2025-11-16,1660.5,0.0248,0.0603,0.904,1,USR-031_2025-11-16,text-embedding-3-large,3072
USR-031,2025-11-23,1819.0,0.0228,0.0594,0.92,2,USR-031_2025-11-23,text-embedding-3-large,3072
USR-031,2025-11-30,1815.1,0.0216,0.0594,0.96,0,USR-031_2025-11-30,text-embedding-3-large,3072
USR-031,2025-12-07,1766.4,0.0296,0.053,0.976,1,USR-031_2025-12-07,text-embedding-3-large,3072
USR-031,2025-12-14,1746.7,0.0248,0.0459,0.99,0,USR-031_2025-12-14,text-embedding-3-large,3072
USR-031,2025-12-21,2069.0,0.021,0.0591,0.968,2,USR-031_2025-12-21,text-embedding-3-large,3072
USR-031,2025-12-28,1677.9,0.0255,0.0579,0.916,0,USR-031_2025-12-28,text-embedding-3-large,3072
USR-031,2026-01-04,1684.1,0.0248,0.045,0.936,1,USR-031_2026-01-04,text-embedding-3-large,3072
USR-031,2026-01-11,1720.4,0.025,0.0625,0.915,1,USR-031_2026-01-11,text-embedding-3-large,3072
USR-031,2026-01-18,1862.0,0.0239,0.0656,0.965,1,USR-031_2026-01-18,text-embedding-3-large,3072
USR-031,2026-01-25,1632.2,0.0258,0.0593,0.91,0,USR-031_2026-01-25,text-embedding-3-large,3072
USR-031,2026-02-01,1784.7,0.02,0.0573,0.961,2,USR-031_2026-02-01,text-embedding-3-large,3072
USR-031,2026-02-08,1620.8,0.023,0.0759,0.927,2,USR-031_2026-02-08,text-embedding-3-large,3072
USR-031,2026-02-15,1795.5,0.0272,0.0553,0.984,1,USR-031_2026-02-15,text-embedding-3-large,3072
USR-031,2026-02-22,1685.6,0.0179,0.0724,0.961,0,USR-031_2026-02-22,text-embedding-3-large,3072
USR-031,2026-03-01,1861.6,0.0183,0.0418,0.948,0,USR-031_2026-03-01,text-embedding-3-large,3072
USR-031,2026-03-08,1745.6,0.029,0.0554,0.99,0,USR-031_2026-03-08,text-embedding-3-large,3072
USR-031,2026-03-15,1664.1,0.0256,0.0684,0.928,1,USR-031_2026-03-15,text-embedding-3-large,3072
USR-031,2026-03-22,1714.4,0.0248,0.0526,0.983,2,USR-031_2026-03-22,text-embedding-3-large,3072
USR-031,2026-03-29,1575.4,0.0205,0.0715,0.979,0,USR-031_2026-03-29,text-embedding-3-large,3072
USR-031,2026-04-05,1826.6,0.0191,0.0561,0.945,1,USR-031_2026-04-05,text-embedding-3-large,3072
USR-031,2026-04-12,1750.0,0.0247,0.0652,0.898,3,USR-031_2026-04-12,text-embedding-3-large,3072
USR-031,2026-04-19,1771.0,0.0262,0.067,0.955,0,USR-031_2026-04-19,text-embedding-3-large,3072
USR-031,2026-04-26,1905.6,0.0213,0.0662,0.912,0,USR-031_2026-04-26,text-embedding-3-large,3072
USR-031,2026-05-03,1752.1,0.0248,0.0587,0.916,0,USR-031_2026-05-03,text-embedding-3-large,3072
USR-031,2026-05-10,1665.3,0.0205,0.0517,0.988,0,USR-031_2026-05-10,text-embedding-3-large,3072
USR-031,2026-05-17,1513.7,0.0211,0.0469,0.915,1,USR-031_2026-05-17,text-embedding-3-large,3072
USR-031,2026-05-24,1748.6,0.0283,0.0649,0.959,3,USR-031_2026-05-24,text-embedding-3-large,3072
USR-031,2026-05-31,1782.7,0.027,0.0498,0.945,1,USR-031_2026-05-31,text-embedding-3-large,3072
USR-031,2026-06-07,1713.7,0.0269,0.0755,0.931,0,USR-031_2026-06-07,text-embedding-3-large,3072
USR-031,2026-06-14,1727.7,0.0239,0.0638,0.915,0,USR-031_2026-06-14,text-embedding-3-large,3072
USR-031,2026-06-21,1846.5,0.0192,0.0575,0.952,1,USR-031_2026-06-21,text-embedding-3-large,3072
USR-032,2025-06-29,1364.7,0.0176,0.0454,0.964,2,USR-032_2025-06-29,text-embedding-3-large,3072
USR-032,2025-07-06,1506.5,0.0176,0.0369,0.923,0,USR-032_2025-07-06,text-embedding-3-large,3072
USR-032,2025-07-13,1558.0,0.0127,0.0449,0.901,4,USR-032_2025-07-13,text-embedding-3-large,3072
USR-032,2025-07-20,1396.1,0.0168,0.0415,0.959,4,USR-032_2025-07-20,text-embedding-3-large,3072
USR-032,2025-07-27,1324.1,0.0146,0.0441,0.948,4,USR-032_2025-07-27,text-embedding-3-large,3072
USR-032,2025-08-03,1337.5,0.0175,0.045,0.918,5,USR-032_2025-08-03,text-embedding-3-large,3072
USR-032,2025-08-10,1392.9,0.0196,0.0447,0.905,4,USR-032_2025-08-10,text-embedding-3-large,3072
USR-032,2025-08-17,1555.8,0.0185,0.0424,0.955,5,USR-032_2025-08-17,text-embedding-3-large,3072
USR-032,2025-08-24,1500.4,0.0205,0.0348,0.931,1,USR-032_2025-08-24,text-embedding-3-large,3072
USR-032,2025-08-31,1371.2,0.0159,0.0442,0.952,4,USR-032_2025-08-31,text-embedding-3-large,3072
USR-032,2025-09-07,1514.4,0.0133,0.0386,0.952,6,USR-032_2025-09-07,text-embedding-3-large,3072
USR-032,2025-09-14,1450.7,0.0189,0.0455,0.916,4,USR-032_2025-09-14,text-embedding-3-large,3072
USR-032,2025-09-21,1533.8,0.0175,0.0465,0.977,3,USR-032_2025-09-21,text-embedding-3-large,3072
USR-032,2025-09-28,1672.4,0.0188,0.0466,0.902,3,USR-032_2025-09-28,text-embedding-3-large,3072
USR-032,2025-10-05,1530.4,0.0172,0.0423,0.943,4,USR-032_2025-10-05,text-embedding-3-large,3072
USR-032,2025-10-12,1518.0,0.0189,0.0365,0.911,3,USR-032_2025-10-12,text-embedding-3-large,3072
USR-032,2025-10-19,1457.4,0.0152,0.0312,0.94,5,USR-032_2025-10-19,text-embedding-3-large,3072
USR-032,2025-10-26,1585.3,0.0188,0.0419,0.918,4,USR-032_2025-10-26,text-embedding-3-large,3072
USR-032,2025-11-02,1566.2,0.017,0.0416,0.96,4,USR-032_2025-11-02,text-embedding-3-large,3072
USR-032,2025-11-09,1404.9,0.0127,0.0307,0.924,0,USR-032_2025-11-09,text-embedding-3-large,3072
USR-032,2025-11-16,1458.4,0.019,0.0411,0.94,2,USR-032_2025-11-16,text-embedding-3-large,3072
USR-032,2025-11-23,1525.9,0.0157,0.0403,0.926,1,USR-032_2025-11-23,text-embedding-3-large,3072
USR-032,2025-11-30,1450.7,0.0148,0.0339,0.921,2,USR-032_2025-11-30,text-embedding-3-large,3072
USR-032,2025-12-07,1543.9,0.0175,0.0372,0.914,1,USR-032_2025-12-07,text-embedding-3-large,3072
USR-032,2025-12-14,1561.9,0.021,0.0346,0.968,4,USR-032_2025-12-14,text-embedding-3-large,3072
USR-032,2025-12-21,1482.7,0.0165,0.0423,0.967,1,USR-032_2025-12-21,text-embedding-3-large,3072
USR-032,2025-12-28,1461.8,0.0225,0.0403,0.94,3,USR-032_2025-12-28,text-embedding-3-large,3072
USR-032,2026-01-04,1377.9,0.0176,0.0415,0.937,3,USR-032_2026-01-04,text-embedding-3-large,3072
USR-032,2026-01-11,1497.5,0.0143,0.041,0.913,2,USR-032_2026-01-11,text-embedding-3-large,3072
USR-032,2026-01-18,1537.6,0.02,0.0499,0.99,3,USR-032_2026-01-18,text-embedding-3-large,3072
USR-032,2026-01-25,1362.2,0.0201,0.0327,0.9,1,USR-032_2026-01-25,text-embedding-3-large,3072
USR-032,2026-02-01,1400.0,0.017,0.0402,0.91,1,USR-032_2026-02-01,text-embedding-3-large,3072
USR-032,2026-02-08,1329.9,0.0153,0.0332,0.96,2,USR-032_2026-02-08,text-embedding-3-large,3072
USR-032,2026-02-15,1340.4,0.0173,0.0438,0.902,3,USR-032_2026-02-15,text-embedding-3-large,3072
USR-032,2026-02-22,1479.4,0.0148,0.0454,0.931,4,USR-032_2026-02-22,text-embedding-3-large,3072
USR-032,2026-03-01,1535.4,0.015,0.0357,0.901,2,USR-032_2026-03-01,text-embedding-3-large,3072
USR-032,2026-03-08,1449.4,0.0199,0.0417,0.99,1,USR-032_2026-03-08,text-embedding-3-large,3072
USR-032,2026-03-15,1399.3,0.0159,0.0337,0.99,3,USR-032_2026-03-15,text-embedding-3-large,3072
USR-032,2026-03-22,1337.1,0.0143,0.0423,0.901,4,USR-032_2026-03-22,text-embedding-3-large,3072
USR-032,2026-03-29,1554.0,0.0153,0.037,0.948,0,USR-032_2026-03-29,text-embedding-3-large,3072
USR-032,2026-04-05,1493.2,0.0205,0.0369,0.951,3,USR-032_2026-04-05,text-embedding-3-large,3072
USR-032,2026-04-12,1416.1,0.0192,0.045,0.898,3,USR-032_2026-04-12,text-embedding-3-large,3072
USR-032,2026-04-19,1355.7,0.0164,0.0376,0.885,4,USR-032_2026-04-19,text-embedding-3-large,3072
USR-032,2026-04-26,1493.5,0.0199,0.048,0.923,3,USR-032_2026-04-26,text-embedding-3-large,3072
USR-032,2026-05-03,1520.2,0.0198,0.0348,0.907,1,USR-032_2026-05-03,text-embedding-3-large,3072
USR-032,2026-05-10,1586.8,0.0181,0.0409,0.952,5,USR-032_2026-05-10,text-embedding-3-large,3072
USR-032,2026-05-17,1593.9,0.0229,0.0418,0.915,3,USR-032_2026-05-17,text-embedding-3-large,3072
USR-032,2026-05-24,1427.0,0.0151,0.0457,0.939,1,USR-032_2026-05-24,text-embedding-3-large,3072
USR-032,2026-05-31,1560.7,0.016,0.035,0.942,2,USR-032_2026-05-31,text-embedding-3-large,3072
USR-032,2026-06-07,1433.7,0.017,0.0383,0.933,2,USR-032_2026-06-07,text-embedding-3-large,3072
USR-032,2026-06-14,1402.8,0.0159,0.0355,0.924,3,USR-032_2026-06-14,text-embedding-3-large,3072
USR-032,2026-06-21,1518.5,0.016,0.0434,0.99,3,USR-032_2026-06-21,text-embedding-3-large,3072
USR-033,2025-06-29,1694.2,0.0154,0.0885,0.934,1,USR-033_2025-06-29,text-embedding-3-large,3072
USR-033,2025-07-06,1711.9,0.0124,0.0887,0.94,3,USR-033_2025-07-06,text-embedding-3-large,3072
USR-033,2025-07-13,1741.0,0.0166,0.09,0.949,0,USR-033_2025-07-13,text-embedding-3-large,3072
USR-033,2025-07-20,1658.8,0.014,0.088,0.982,3,USR-033_2025-07-20,text-embedding-3-large,3072
USR-033,2025-07-27,1798.5,0.014,0.0787,0.988,1,USR-033_2025-07-27,text-embedding-3-large,3072
USR-033,2025-08-03,1645.0,0.0163,0.0671,0.985,2,USR-033_2025-08-03,text-embedding-3-large,3072
USR-033,2025-08-10,1765.2,0.0125,0.0794,0.92,0,USR-033_2025-08-10,text-embedding-3-large,3072
USR-033,2025-08-17,1628.5,0.0153,0.0963,0.916,1,USR-033_2025-08-17,text-embedding-3-large,3072
USR-033,2025-08-24,1670.0,0.0155,0.0872,0.99,2,USR-033_2025-08-24,text-embedding-3-large,3072
USR-033,2025-08-31,1471.5,0.0151,0.056,0.962,0,USR-033_2025-08-31,text-embedding-3-large,3072
USR-033,2025-09-07,1584.7,0.0134,0.0777,0.911,0,USR-033_2025-09-07,text-embedding-3-large,3072
USR-033,2025-09-14,1464.1,0.0115,0.0803,0.97,1,USR-033_2025-09-14,text-embedding-3-large,3072
USR-033,2025-09-21,1698.1,0.0169,0.0839,0.958,3,USR-033_2025-09-21,text-embedding-3-large,3072
USR-033,2025-09-28,1718.0,0.0171,0.0825,0.911,1,USR-033_2025-09-28,text-embedding-3-large,3072
USR-033,2025-10-05,1866.4,0.0154,0.0697,0.912,2,USR-033_2025-10-05,text-embedding-3-large,3072
USR-033,2025-10-12,1675.3,0.0182,0.0357,0.902,0,USR-033_2025-10-12,text-embedding-3-large,3072
USR-033,2025-10-19,1665.4,0.0121,0.074,0.93,0,USR-033_2025-10-19,text-embedding-3-large,3072
USR-033,2025-10-26,1705.8,0.0111,0.0738,0.964,0,USR-033_2025-10-26,text-embedding-3-large,3072
USR-033,2025-11-02,1676.0,0.0156,0.0589,0.91,1,USR-033_2025-11-02,text-embedding-3-large,3072
USR-033,2025-11-09,1873.4,0.0166,0.08,0.906,4,USR-033_2025-11-09,text-embedding-3-large,3072
USR-033,2025-11-16,1547.9,0.0158,0.0879,0.952,0,USR-033_2025-11-16,text-embedding-3-large,3072
USR-033,2025-11-23,1620.8,0.0144,0.0534,0.937,1,USR-033_2025-11-23,text-embedding-3-large,3072
USR-033,2025-11-30,1613.7,0.0144,0.0702,0.897,0,USR-033_2025-11-30,text-embedding-3-large,3072
USR-033,2025-12-07,1646.3,0.0167,0.0714,0.969,2,USR-033_2025-12-07,text-embedding-3-large,3072
USR-033,2025-12-14,1660.6,0.0177,0.0785,0.936,2,USR-033_2025-12-14,text-embedding-3-large,3072
USR-033,2025-12-21,1765.5,0.0166,0.0806,0.952,0,USR-033_2025-12-21,text-embedding-3-large,3072
USR-033,2025-12-28,1371.3,0.0146,0.0722,0.905,0,USR-033_2025-12-28,text-embedding-3-large,3072
USR-033,2026-01-04,1556.8,0.0162,0.0867,0.953,2,USR-033_2026-01-04,text-embedding-3-large,3072
USR-033,2026-01-11,1646.7,0.0167,0.1035,0.99,1,USR-033_2026-01-11,text-embedding-3-large,3072
USR-033,2026-01-18,1884.1,0.0149,0.0645,0.902,1,USR-033_2026-01-18,text-embedding-3-large,3072
USR-033,2026-01-25,1619.7,0.0131,0.0711,0.975,0,USR-033_2026-01-25,text-embedding-3-large,3072
USR-033,2026-02-01,1650.4,0.0161,0.0744,0.91,0,USR-033_2026-02-01,text-embedding-3-large,3072
USR-033,2026-02-08,1764.8,0.0157,0.0903,0.932,2,USR-033_2026-02-08,text-embedding-3-large,3072
USR-033,2026-02-15,1834.1,0.0163,0.0838,0.959,1,USR-033_2026-02-15,text-embedding-3-large,3072
USR-033,2026-02-22,1678.9,0.0166,0.0857,0.946,3,USR-033_2026-02-22,text-embedding-3-large,3072
USR-033,2026-03-01,1494.6,0.013,0.1179,0.969,0,USR-033_2026-03-01,text-embedding-3-large,3072
USR-033,2026-03-08,1647.8,0.0155,0.1005,0.99,2,USR-033_2026-03-08,text-embedding-3-large,3072
USR-033,2026-03-15,1528.6,0.0132,0.0865,0.927,2,USR-033_2026-03-15,text-embedding-3-large,3072
USR-033,2026-03-22,1799.9,0.0152,0.0782,0.977,2,USR-033_2026-03-22,text-embedding-3-large,3072
USR-033,2026-03-29,1816.5,0.0138,0.0719,0.916,3,USR-033_2026-03-29,text-embedding-3-large,3072
USR-033,2026-04-05,1644.1,0.0131,0.0668,0.918,1,USR-033_2026-04-05,text-embedding-3-large,3072
USR-033,2026-04-12,1638.7,0.0186,0.0724,0.99,2,USR-033_2026-04-12,text-embedding-3-large,3072
USR-033,2026-04-19,1902.0,0.0139,0.0968,0.99,0,USR-033_2026-04-19,text-embedding-3-large,3072
USR-033,2026-04-26,1701.0,0.0134,0.0795,0.99,1,USR-033_2026-04-26,text-embedding-3-large,3072
USR-033,2026-05-03,1727.0,0.0178,0.071,0.989,0,USR-033_2026-05-03,text-embedding-3-large,3072
USR-033,2026-05-10,1773.6,0.0154,0.0922,0.935,1,USR-033_2026-05-10,text-embedding-3-large,3072
USR-033,2026-05-17,1755.2,0.0143,0.0797,0.964,2,USR-033_2026-05-17,text-embedding-3-large,3072
USR-033,2026-05-24,1853.8,0.0172,0.0846,0.986,2,USR-033_2026-05-24,text-embedding-3-large,3072
USR-033,2026-05-31,1628.4,0.0153,0.062,0.916,0,USR-033_2026-05-31,text-embedding-3-large,3072
USR-033,2026-06-07,1531.4,0.0159,0.0825,0.935,1,USR-033_2026-06-07,text-embedding-3-large,3072
USR-033,2026-06-14,1656.7,0.0127,0.0742,0.918,0,USR-033_2026-06-14,text-embedding-3-large,3072
USR-033,2026-06-21,1602.7,0.0133,0.0928,0.927,1,USR-033_2026-06-21,text-embedding-3-large,3072
USR-034,2025-06-29,3363.3,0.0149,0.0319,0.974,0,USR-034_2025-06-29,text-embedding-3-large,3072
USR-034,2025-07-06,3884.1,0.0175,0.0274,0.985,0,USR-034_2025-07-06,text-embedding-3-large,3072
USR-034,2025-07-13,3843.8,0.015,0.0336,0.909,1,USR-034_2025-07-13,text-embedding-3-large,3072
USR-034,2025-07-20,3637.0,0.0153,0.0287,0.893,0,USR-034_2025-07-20,text-embedding-3-large,3072
USR-034,2025-07-27,3414.4,0.0154,0.0275,0.909,2,USR-034_2025-07-27,text-embedding-3-large,3072
USR-034,2025-08-03,3780.6,0.0157,0.0383,0.974,0,USR-034_2025-08-03,text-embedding-3-large,3072
USR-034,2025-08-10,3676.1,0.0185,0.0271,0.916,0,USR-034_2025-08-10,text-embedding-3-large,3072
USR-034,2025-08-17,3756.7,0.0158,0.0296,0.882,0,USR-034_2025-08-17,text-embedding-3-large,3072
USR-034,2025-08-24,3213.0,0.0174,0.023,0.974,2,USR-034_2025-08-24,text-embedding-3-large,3072
USR-034,2025-08-31,3655.7,0.0173,0.032,0.922,0,USR-034_2025-08-31,text-embedding-3-large,3072
USR-034,2025-09-07,4145.8,0.0157,0.0293,0.963,0,USR-034_2025-09-07,text-embedding-3-large,3072
USR-034,2025-09-14,3808.5,0.0148,0.0276,0.99,3,USR-034_2025-09-14,text-embedding-3-large,3072
USR-034,2025-09-21,3425.9,0.0096,0.0197,0.914,1,USR-034_2025-09-21,text-embedding-3-large,3072
USR-034,2025-09-28,3574.3,0.0146,0.0248,0.93,0,USR-034_2025-09-28,text-embedding-3-large,3072
USR-034,2025-10-05,3538.3,0.0143,0.0291,0.99,2,USR-034_2025-10-05,text-embedding-3-large,3072
USR-034,2025-10-12,3786.4,0.0158,0.0339,0.923,0,USR-034_2025-10-12,text-embedding-3-large,3072
USR-034,2025-10-19,3253.9,0.0146,0.0344,0.92,1,USR-034_2025-10-19,text-embedding-3-large,3072
USR-034,2025-10-26,3295.2,0.0137,0.0246,0.891,2,USR-034_2025-10-26,text-embedding-3-large,3072
USR-034,2025-11-02,3596.6,0.0169,0.0325,0.904,0,USR-034_2025-11-02,text-embedding-3-large,3072
USR-034,2025-11-09,3542.6,0.0179,0.0259,0.923,0,USR-034_2025-11-09,text-embedding-3-large,3072
USR-034,2025-11-16,3238.7,0.0141,0.028,0.957,1,USR-034_2025-11-16,text-embedding-3-large,3072
USR-034,2025-11-23,3531.4,0.0164,0.0284,0.958,0,USR-034_2025-11-23,text-embedding-3-large,3072
USR-034,2025-11-30,3704.7,0.0152,0.0224,0.96,1,USR-034_2025-11-30,text-embedding-3-large,3072
USR-034,2025-12-07,3422.1,0.0142,0.0265,0.929,1,USR-034_2025-12-07,text-embedding-3-large,3072
USR-034,2025-12-14,3701.5,0.0193,0.037,0.952,2,USR-034_2025-12-14,text-embedding-3-large,3072
USR-034,2025-12-21,3674.4,0.0147,0.0287,0.952,3,USR-034_2025-12-21,text-embedding-3-large,3072
USR-034,2025-12-28,3442.0,0.0163,0.0257,0.892,1,USR-034_2025-12-28,text-embedding-3-large,3072
USR-034,2026-01-04,3642.4,0.0158,0.0297,0.89,2,USR-034_2026-01-04,text-embedding-3-large,3072
USR-034,2026-01-11,3493.7,0.0156,0.0304,0.955,0,USR-034_2026-01-11,text-embedding-3-large,3072
USR-034,2026-01-18,3415.6,0.0138,0.0309,0.927,2,USR-034_2026-01-18,text-embedding-3-large,3072
USR-034,2026-01-25,3769.8,0.0178,0.0275,0.986,1,USR-034_2026-01-25,text-embedding-3-large,3072
USR-034,2026-02-01,3954.3,0.0145,0.0316,0.948,0,USR-034_2026-02-01,text-embedding-3-large,3072
USR-034,2026-02-08,3562.2,0.0163,0.0334,0.968,2,USR-034_2026-02-08,text-embedding-3-large,3072
USR-034,2026-02-15,3770.6,0.0126,0.0255,0.902,1,USR-034_2026-02-15,text-embedding-3-large,3072
USR-034,2026-02-22,3630.8,0.0139,0.0259,0.976,0,USR-034_2026-02-22,text-embedding-3-large,3072
USR-034,2026-03-01,3656.0,0.0149,0.0298,0.914,2,USR-034_2026-03-01,text-embedding-3-large,3072
USR-034,2026-03-08,3272.1,0.015,0.0245,0.947,0,USR-034_2026-03-08,text-embedding-3-large,3072
USR-034,2026-03-15,3404.7,0.0142,0.0298,0.968,2,USR-034_2026-03-15,text-embedding-3-large,3072
USR-034,2026-03-22,3436.0,0.0183,0.0342,0.944,2,USR-034_2026-03-22,text-embedding-3-large,3072
USR-034,2026-03-29,3839.5,0.0139,0.0319,0.943,1,USR-034_2026-03-29,text-embedding-3-large,3072
USR-034,2026-04-05,3616.4,0.014,0.0234,0.929,0,USR-034_2026-04-05,text-embedding-3-large,3072
USR-034,2026-04-12,3350.5,0.0172,0.0289,0.958,1,USR-034_2026-04-12,text-embedding-3-large,3072
USR-034,2026-04-19,3827.5,0.015,0.0301,0.979,0,USR-034_2026-04-19,text-embedding-3-large,3072
USR-034,2026-04-26,3347.4,0.0156,0.0288,0.945,1,USR-034_2026-04-26,text-embedding-3-large,3072
USR-034,2026-05-03,3427.4,0.0185,0.0341,0.966,1,USR-034_2026-05-03,text-embedding-3-large,3072
USR-034,2026-05-10,3797.7,0.0154,0.0312,0.947,2,USR-034_2026-05-10,text-embedding-3-large,3072
USR-034,2026-05-17,3594.9,0.0188,0.0265,0.882,0,USR-034_2026-05-17,text-embedding-3-large,3072
USR-034,2026-05-24,4023.3,0.0205,0.0343,0.986,0,USR-034_2026-05-24,text-embedding-3-large,3072
USR-034,2026-05-31,3316.9,0.0161,0.0338,0.939,1,USR-034_2026-05-31,text-embedding-3-large,3072
USR-034,2026-06-07,3382.7,0.0172,0.0302,0.96,1,USR-034_2026-06-07,text-embedding-3-large,3072
USR-034,2026-06-14,3719.0,0.0178,0.0374,0.95,0,USR-034_2026-06-14,text-embedding-3-large,3072
USR-034,2026-06-21,3484.4,0.0154,0.0216,0.881,3,USR-034_2026-06-21,text-embedding-3-large,3072
USR-035,2025-06-29,1070.3,0.0242,0.0753,0.874,0,USR-035_2025-06-29,text-embedding-3-large,3072
USR-035,2025-07-06,948.6,0.0224,0.0746,0.91,1,USR-035_2025-07-06,text-embedding-3-large,3072
USR-035,2025-07-13,973.0,0.0209,0.0661,0.94,1,USR-035_2025-07-13,text-embedding-3-large,3072
USR-035,2025-07-20,1017.4,0.0179,0.0638,0.966,1,USR-035_2025-07-20,text-embedding-3-large,3072
USR-035,2025-07-27,860.8,0.0161,0.0748,0.882,1,USR-035_2025-07-27,text-embedding-3-large,3072
USR-035,2025-08-03,1044.5,0.026,0.0745,0.961,1,USR-035_2025-08-03,text-embedding-3-large,3072
USR-035,2025-08-10,1168.1,0.0197,0.0744,0.961,1,USR-035_2025-08-10,text-embedding-3-large,3072
USR-035,2025-08-17,1038.2,0.0201,0.0831,0.939,2,USR-035_2025-08-17,text-embedding-3-large,3072
USR-035,2025-08-24,952.2,0.0223,0.0534,0.971,0,USR-035_2025-08-24,text-embedding-3-large,3072
USR-035,2025-08-31,1120.4,0.0306,0.09,0.936,1,USR-035_2025-08-31,text-embedding-3-large,3072
USR-035,2025-09-07,934.4,0.0185,0.0658,0.96,0,USR-035_2025-09-07,text-embedding-3-large,3072
USR-035,2025-09-14,1012.4,0.0221,0.0782,0.966,0,USR-035_2025-09-14,text-embedding-3-large,3072
USR-035,2025-09-21,918.9,0.0189,0.0841,0.957,1,USR-035_2025-09-21,text-embedding-3-large,3072
USR-035,2025-09-28,976.3,0.0253,0.0543,0.921,3,USR-035_2025-09-28,text-embedding-3-large,3072
USR-035,2025-10-05,965.4,0.0232,0.0701,0.907,1,USR-035_2025-10-05,text-embedding-3-large,3072
USR-035,2025-10-12,981.5,0.0205,0.0884,0.955,2,USR-035_2025-10-12,text-embedding-3-large,3072
USR-035,2025-10-19,1021.9,0.0215,0.0969,0.911,0,USR-035_2025-10-19,text-embedding-3-large,3072
USR-035,2025-10-26,984.9,0.0231,0.0593,0.927,1,USR-035_2025-10-26,text-embedding-3-large,3072
USR-035,2025-11-02,913.7,0.0239,0.0746,0.924,2,USR-035_2025-11-02,text-embedding-3-large,3072
USR-035,2025-11-09,960.9,0.0246,0.0762,0.9,1,USR-035_2025-11-09,text-embedding-3-large,3072
USR-035,2025-11-16,946.2,0.0248,0.0823,0.874,1,USR-035_2025-11-16,text-embedding-3-large,3072
USR-035,2025-11-23,1095.9,0.0236,0.0796,0.93,0,USR-035_2025-11-23,text-embedding-3-large,3072
USR-035,2025-11-30,1106.8,0.0174,0.0772,0.912,2,USR-035_2025-11-30,text-embedding-3-large,3072
USR-035,2025-12-07,1003.1,0.0221,0.0587,0.944,1,USR-035_2025-12-07,text-embedding-3-large,3072
USR-035,2025-12-14,964.3,0.0197,0.072,0.87,1,USR-035_2025-12-14,text-embedding-3-large,3072
USR-035,2025-12-21,1042.5,0.0157,0.0755,0.975,3,USR-035_2025-12-21,text-embedding-3-large,3072
USR-035,2025-12-28,1049.1,0.0176,0.082,0.931,1,USR-035_2025-12-28,text-embedding-3-large,3072
USR-035,2026-01-04,1036.9,0.0204,0.0627,0.931,2,USR-035_2026-01-04,text-embedding-3-large,3072
USR-035,2026-01-11,1116.2,0.0242,0.08,0.99,2,USR-035_2026-01-11,text-embedding-3-large,3072
USR-035,2026-01-18,1011.0,0.0169,0.061,0.911,1,USR-035_2026-01-18,text-embedding-3-large,3072
USR-035,2026-01-25,1062.1,0.0203,0.0781,0.903,3,USR-035_2026-01-25,text-embedding-3-large,3072
USR-035,2026-02-01,1034.7,0.024,0.084,0.943,0,USR-035_2026-02-01,text-embedding-3-large,3072
USR-035,2026-02-08,1069.7,0.0163,0.058,0.921,1,USR-035_2026-02-08,text-embedding-3-large,3072
USR-035,2026-02-15,983.1,0.0214,0.0754,0.961,0,USR-035_2026-02-15,text-embedding-3-large,3072
USR-035,2026-02-22,1036.3,0.0226,0.0744,0.986,2,USR-035_2026-02-22,text-embedding-3-large,3072
USR-035,2026-03-01,1055.4,0.0252,0.0825,0.906,2,USR-035_2026-03-01,text-embedding-3-large,3072
USR-035,2026-03-08,985.0,0.0219,0.0843,0.932,3,USR-035_2026-03-08,text-embedding-3-large,3072
USR-035,2026-03-15,1067.4,0.0216,0.057,0.924,0,USR-035_2026-03-15,text-embedding-3-large,3072
USR-035,2026-03-22,1031.9,0.0169,0.0751,0.988,1,USR-035_2026-03-22,text-embedding-3-large,3072
USR-035,2026-03-29,953.2,0.0225,0.0624,0.958,3,USR-035_2026-03-29,text-embedding-3-large,3072
USR-035,2026-04-05,999.1,0.0197,0.0869,0.924,4,USR-035_2026-04-05,text-embedding-3-large,3072
USR-035,2026-04-12,1025.5,0.0274,0.0613,0.96,0,USR-035_2026-04-12,text-embedding-3-large,3072
USR-035,2026-04-19,959.2,0.0217,0.0847,0.961,0,USR-035_2026-04-19,text-embedding-3-large,3072
USR-035,2026-04-26,1089.6,0.022,0.0672,0.917,0,USR-035_2026-04-26,text-embedding-3-large,3072
